case_id,target_label,target_chembl_id,target_name,target_organism,endpoint,compound_id_a,compound_id_b,canonical_smiles_a,canonical_smiles_b,median_pactivity_a,median_pactivity_b,delta_pactivity,tanimoto_ecfp4,fingerprint_distance,sali,activity_cliff_flag,duplicate_structure_flag,more_active_compound_id,less_active_compound_id,more_active_pactivity,less_active_pactivity,record_count_a,record_count_b,doi_count_a,doi_count_b
ACHE_HUMAN_IC50,Human AChE,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL4167524,CHEMBL4164078,Cc1cc(=O)oc2cc(OCCCCSC(=S)N3CCCCC3)ccc12,Cc1cc(=O)oc2cc(OCCCCCCSC(=S)N3CCCCC3)ccc12,7.57,6.21,1.3600000000000003,0.981132075471698,0.0188679245283018,72.08000000000003,0,0,CHEMBL4167524,CHEMBL4164078,7.57,6.21,1,1,1,1
ACHE_HUMAN_IC50,Human AChE,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL4167524,CHEMBL4174729,Cc1cc(=O)oc2cc(OCCCCSC(=S)N3CCCCC3)ccc12,Cc1cc(=O)oc2cc(OCCCCCSC(=S)N3CCCCC3)ccc12,7.57,6.68,0.8900000000000006,0.981132075471698,0.0188679245283018,47.17000000000004,0,0,CHEMBL4167524,CHEMBL4174729,7.57,6.68,1,1,1,1
ACHE_HUMAN_IC50,Human AChE,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL5220375,CHEMBL5218447,CN(CCCOc1ccc2ccc(=O)oc2c1)Cc1cccc(OC(=O)NC2CCCCC2)c1,CN(CCCOc1ccc2ccc(=O)oc2c1)Cc1cccc(OC(=O)NC2CCCC2)c1,6.98,6.28,0.7000000000000002,0.984126984126984,0.0158730158730159,44.09999999999986,0,0,CHEMBL5220375,CHEMBL5218447,6.98,6.28,1,1,1,1
ACHE_HUMAN_IC50,Human AChE,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL3322160,CHEMBL3322159,O=C(Cc1cc(=O)oc2cc(O)ccc12)NCCCCNc1c2c(nc3ccccc13)CCCC2,O=C(Cc1cc(=O)oc2cc(O)ccc12)NCCCNc1c2c(nc3ccccc13)CCCC2,7.81,6.56,1.25,0.9682539682539684,0.0317460317460317,39.375,0,0,CHEMBL3322160,CHEMBL3322159,7.81,6.56,1,1,1,1
ACHE_HUMAN_IC50,Human AChE,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL4167524,CHEMBL4159609,Cc1cc(=O)oc2cc(OCCCCSC(=S)N3CCCCC3)ccc12,Cc1cc(=O)oc2cc(OCCCSC(=S)N3CCCCC3)ccc12,7.57,6.54,1.0300000000000002,0.9433962264150944,0.0566037735849056,18.19666666666668,0,0,CHEMBL4167524,CHEMBL4159609,7.57,6.54,1,1,1,1
ACHE_HUMAN_IC50,Human AChE,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL3586582,CHEMBL3586576,Cc1c(C)c2ccc(OCCCCCCN(C)Cc3ccccc3)cc2oc1=O,Cc1c(C)c2ccc(OCCCCN(C)Cc3ccccc3)cc2oc1=O,6.47,6.1,0.3700000000000001,0.9787234042553192,0.0212765957446808,17.38999999999998,0,0,CHEMBL3586582,CHEMBL3586576,6.47,6.1,1,1,1,1
ACHE_HUMAN_IC50,Human AChE,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL3335066,CHEMBL3335071,O=c1oc2cc(OCCCN3CCN(Cc4ccccc4)CC3)ccc2c2ccccc12,O=c1oc2cc(OCCCCN3CCN(Cc4ccccc4)CC3)ccc2c2ccccc12,6.1,5.09,1.0099999999999998,0.9387755102040816,0.0612244897959183,16.496666666666673,0,0,CHEMBL3335066,CHEMBL3335071,6.1,5.09,1,1,1,1
ACHE_HUMAN_IC50,Human AChE,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL3335048,CHEMBL3335054,O=c1oc2cc(OCCCN3CCN(Cc4ccccc4)CC3)ccc2c2c1CCCC2,O=c1oc2cc(OCCCCN3CCN(Cc4ccccc4)CC3)ccc2c2c1CCCC2,6.05,5.19,0.8599999999999994,0.9433962264150944,0.0566037735849056,15.193333333333326,0,0,CHEMBL3335048,CHEMBL3335054,6.05,5.19,1,1,1,1
ACHE_HUMAN_IC50,Human AChE,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL4514959,CHEMBL3322159,O=C(Cc1cc(=O)oc2cc(O)ccc12)NCCCNCCNCCCNc1c2c(nc3ccccc13)CCCC2,O=C(Cc1cc(=O)oc2cc(O)ccc12)NCCCNc1c2c(nc3ccccc13)CCCC2,7.42,6.56,0.8600000000000003,0.9393939393939394,0.0606060606060605,14.190000000000015,0,0,CHEMBL4514959,CHEMBL3322159,7.42,6.56,1,1,1,1
ACHE_HUMAN_IC50,Human AChE,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL3828281,CHEMBL3827950,O=C(NCCCCCc1ccccc1)Oc1cccc(-n2cc(COc3ccc4ccc(=O)oc4c3)nn2)c1,O=C(NCCCCCc1ccccc1)Oc1ccc(-n2cc(COc3ccc4ccc(=O)oc4c3)nn2)cc1,5.93,4.32,1.6099999999999994,0.8857142857142857,0.1142857142857143,14.08749999999999,0,0,CHEMBL3828281,CHEMBL3827950,5.93,4.32,1,1,1,1
ACHE_HUMAN_IC50,Human AChE,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL4175175,CHEMBL4164540,Cc1cc(=O)oc2cc(OCCSC(=S)N3CCCCC3)ccc12,Cc1cc(=O)oc2cc(OCCSC(=S)N3CCCC3)ccc12,6.33,6.05,0.2800000000000002,0.98,0.02,14.0,0,0,CHEMBL4175175,CHEMBL4164540,6.33,6.05,1,1,1,1
ACHE_HUMAN_IC50,Human AChE,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL3335068,CHEMBL3335062,CN(CCCCOc1ccc2c(c1)oc(=O)c1ccccc12)Cc1ccccc1,CN(CCCOc1ccc2c(c1)oc(=O)c1ccccc12)Cc1ccccc1,5.96,5.07,0.8899999999999997,0.9361702127659576,0.0638297872340425,13.943333333333332,0,0,CHEMBL3335068,CHEMBL3335062,5.96,5.07,1,1,1,1
ACHE_HUMAN_IC50,Human AChE,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL4514959,CHEMBL3322158,O=C(Cc1cc(=O)oc2cc(O)ccc12)NCCCNCCNCCCNc1c2c(nc3ccccc13)CCCC2,O=C(Cc1cc(=O)oc2cc(O)ccc12)NCCNc1c2c(nc3ccccc13)CCCC2,7.42,5.54,1.88,0.8529411764705882,0.1470588235294118,12.783999999999995,0,0,CHEMBL4514959,CHEMBL3322158,7.42,5.54,1,1,1,1
ACHE_HUMAN_IC50,Human AChE,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL242905,CHEMBL242906,COc1cc2cc(-c3ccc(CN(C)Cc4cccc([N+](=O)[O-])c4)cc3)c(=O)oc2cc1OC,COc1cc2cc(-c3ccc(CN(C)Cc4ccc([N+](=O)[O-])cc4)cc3)c(=O)oc2cc1OC,6.43,4.61,1.8199999999999996,0.8518518518518519,0.1481481481481481,12.284999999999997,0,0,CHEMBL242905,CHEMBL242906,6.43,4.61,1,1,1,1
ACHE_HUMAN_IC50,Human AChE,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL2441681,CHEMBL2441680,COc1ccc(C(F)(F)F)c[n+]1CCCCOc1ccc2c(C)cc(=O)oc2c1.O=S(=O)([O-])C(F)(F)F,COc1ccc(C(F)(F)F)c[n+]1CCCOc1ccc2c(C)cc(=O)oc2c1.O=S(=O)([O-])C(F)(F)F,6.04,5.44,0.5999999999999996,0.9508196721311476,0.0491803278688525,12.19999999999998,0,0,CHEMBL2441681,CHEMBL2441680,6.04,5.44,2,2,1,1
ACHE_HUMAN_IC50,Human AChE,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL4167524,CHEMBL4164540,Cc1cc(=O)oc2cc(OCCCCSC(=S)N3CCCCC3)ccc12,Cc1cc(=O)oc2cc(OCCSC(=S)N3CCCC3)ccc12,7.57,6.05,1.5200000000000005,0.8703703703703703,0.1296296296296296,11.725714285714288,0,0,CHEMBL4167524,CHEMBL4164540,7.57,6.05,1,1,1,1
ACHE_HUMAN_IC50,Human AChE,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL4167524,CHEMBL4175175,Cc1cc(=O)oc2cc(OCCCCSC(=S)N3CCCCC3)ccc12,Cc1cc(=O)oc2cc(OCCSC(=S)N3CCCCC3)ccc12,7.57,6.33,1.2400000000000002,0.8888888888888888,0.1111111111111111,11.159999999999997,0,0,CHEMBL4167524,CHEMBL4175175,7.57,6.33,1,1,1,1
ACHE_HUMAN_IC50,Human AChE,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL3335047,CHEMBL3335028,COc1cccc(CC2CCN(CCCOc3ccc4c5c(c(=O)oc4c3)CCCC5)CC2)c1,COc1cccc(CC2CCN(CCOc3ccc4c5c(c(=O)oc4c3)CCCC5)CC2)c1,5.31,4.43,0.8799999999999999,0.9206349206349206,0.0793650793650794,11.087999999999992,0,0,CHEMBL3335047,CHEMBL3335028,5.31,4.43,1,1,1,1
ACHE_HUMAN_IC50,Human AChE,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL3828693,CHEMBL440526,CCCCCCCNC(=O)Oc1cccc(CN(C)CCCCCOc2ccc3ccc(=O)oc3c2)c1,CCCCCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3ccc(=O)oc3c2)c1,7.95,7.43,0.5200000000000005,0.9523809523809524,0.0476190476190476,10.919999999999998,0,0,CHEMBL3828693,CHEMBL440526,7.95,7.43,1,1,1,1
ACHE_HUMAN_IC50,Human AChE,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL3322159,CHEMBL3322158,O=C(Cc1cc(=O)oc2cc(O)ccc12)NCCCNc1c2c(nc3ccccc13)CCCC2,O=C(Cc1cc(=O)oc2cc(O)ccc12)NCCNc1c2c(nc3ccccc13)CCCC2,6.56,5.54,1.0199999999999996,0.90625,0.09375,10.879999999999995,0,0,CHEMBL3322159,CHEMBL3322158,6.56,5.54,1,1,1,1
ACHE_HUMAN_IC50,Human AChE,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL75121,CHEMBL244415,COc1cc2cc(-c3ccc(CN(C)Cc4ccccc4)cc3)c(=O)oc2cc1OC,COc1ccc(CN(C)Cc2ccc(-c3cc4cc(OC)c(OC)cc4oc3=O)cc2)cc1,7.35,5.65,1.6999999999999993,0.8297872340425532,0.1702127659574468,9.987499999999994,0,0,CHEMBL75121,CHEMBL244415,7.35,5.65,9,1,9,1
ACHE_HUMAN_IC50,Human AChE,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL2441682,CHEMBL2441680,COc1ccc(C(F)(F)F)c[n+]1CCCCCOc1ccc2c(C)cc(=O)oc2c1.O=S(=O)([O-])C(F)(F)F,COc1ccc(C(F)(F)F)c[n+]1CCCOc1ccc2c(C)cc(=O)oc2c1.O=S(=O)([O-])C(F)(F)F,6.065,5.44,0.625,0.935483870967742,0.0645161290322581,9.687499999999991,0,0,CHEMBL2441682,CHEMBL2441680,6.065,5.44,2,2,1,1
ACHE_HUMAN_IC50,Human AChE,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL271710,CHEMBL248922,CCN(Cc1ccccc1)Cc1ccc(-c2cc3ccc(OCCNC(=O)CCc4ccc(F)c(F)c4)cc3oc2=O)cc1,CCN(Cc1ccccc1)Cc1ccc(-c2cc3cc(OCCNC(=O)CCc4ccc(F)c(F)c4)ccc3oc2=O)cc1,6.49,5.56,0.9300000000000006,0.9027777777777778,0.0972222222222222,9.565714285714291,0,0,CHEMBL271710,CHEMBL248922,6.49,5.56,1,1,1,1
ACHE_HUMAN_IC50,Human AChE,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL3335064,CHEMBL3334506,O=c1oc2cc(OCCCN3CCC(Cc4ccccc4)CC3)ccc2c2ccccc12,O=c1oc2cc(OCCCCN3CCC(Cc4ccccc4)CC3)ccc2c2ccccc12,5.39,4.85,0.54,0.9433962264150944,0.0566037735849056,9.540000000000004,0,0,CHEMBL3335064,CHEMBL3334506,5.39,4.85,1,1,1,1
ACHE_HUMAN_IC50,Human AChE,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL3335047,CHEMBL3335053,COc1cccc(CC2CCN(CCCOc3ccc4c5c(c(=O)oc4c3)CCCC5)CC2)c1,COc1cccc(CC2CCN(CCCCOc3ccc4c5c(c(=O)oc4c3)CCCC5)CC2)c1,5.31,4.86,0.4499999999999993,0.9523809523809524,0.0476190476190476,9.449999999999974,0,0,CHEMBL3335047,CHEMBL3335053,5.31,4.86,1,1,1,1
ACHE_HUMAN_IC50,Human AChE,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL2440134,CHEMBL2441683,COc1c(F)c[n+](CCCCOc2ccc3c(C)cc(=O)oc3c2)cc1F.O=S(=O)([O-])C(F)(F)F,COc1c(F)c[n+](CCCOc2ccc3c(C)cc(=O)oc3c2)cc1F.O=S(=O)([O-])C(F)(F)F,6.220000000000001,5.744999999999999,0.4750000000000014,0.9482758620689656,0.0517241379310344,9.183333333333362,0,0,CHEMBL2440134,CHEMBL2441683,6.220000000000001,5.744999999999999,2,2,1,1
ACHE_HUMAN_IC50,Human AChE,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL3828631,CHEMBL3827189,CN(CCCOc1ccc2cc(-c3ccccc3)c(=O)oc2c1)Cc1cccc(OC(=O)NCCCCCc2ccccc2)c1,CN(CCCOc1ccc2cc(-c3ccc(Cl)cc3)c(=O)oc2c1)Cc1cccc(OC(=O)NCCCCCc2ccccc2)c1,6.9,6.05,0.8500000000000005,0.9054054054054054,0.0945945945945946,8.985714285714288,0,0,CHEMBL3828631,CHEMBL3827189,6.9,6.05,1,1,1,1
ACHE_HUMAN_IC50,Human AChE,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL340625,CHEMBL5218447,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3ccc(=O)oc3c2)c1,CN(CCCOc1ccc2ccc(=O)oc2c1)Cc1cccc(OC(=O)NC2CCCC2)c1,8.24,6.28,1.96,0.7727272727272727,0.2272727272727273,8.623999999999999,0,0,CHEMBL340625,CHEMBL5218447,8.24,6.28,2,1,2,1
ACHE_HUMAN_IC50,Human AChE,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL2441684,CHEMBL2441683,COc1c(F)c[n+](CCCCCOc2ccc3c(C)cc(=O)oc3c2)cc1F.O=S(=O)([O-])C(F)(F)F,COc1c(F)c[n+](CCCOc2ccc3c(C)cc(=O)oc3c2)cc1F.O=S(=O)([O-])C(F)(F)F,6.325,5.744999999999999,0.580000000000001,0.9322033898305084,0.0677966101694915,8.555000000000009,0,0,CHEMBL2441684,CHEMBL2441683,6.325,5.744999999999999,2,2,1,1
ACHE_HUMAN_IC50,Human AChE,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL5595332,CHEMBL5563417,CN(Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1)Cc1cccs1,CN(CCc1cccs1)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1,6.3,5.18,1.12,0.8620689655172413,0.1379310344827586,8.119999999999997,0,0,CHEMBL5595332,CHEMBL5563417,6.3,5.18,1,1,1,1
ACHE_HUMAN_IC50,Human AChE,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL3335060,CHEMBL3335071,O=c1oc2cc(OCCN3CCN(Cc4ccccc4)CC3)ccc2c2ccccc12,O=c1oc2cc(OCCCCN3CCN(Cc4ccccc4)CC3)ccc2c2ccccc12,6.05,5.09,0.96,0.88,0.12,8.0,0,0,CHEMBL3335060,CHEMBL3335071,6.05,5.09,1,1,1,1
ACHE_HUMAN_IC50,Human AChE,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL5565956,CHEMBL5573115,CN(Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1)Cc1cccnc1,CN(CCc1cccnc1)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1,6.01,4.97,1.04,0.8688524590163934,0.1311475409836066,7.929999999999998,0,0,CHEMBL5565956,CHEMBL5573115,6.01,4.97,1,1,1,1
ACHE_HUMAN_IC50,Human AChE,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL5590122,CHEMBL5569594,CN(Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1)Cc1ccsc1,CN(CCc1ccsc1)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1,6.58,5.5,1.08,0.8620689655172413,0.1379310344827586,7.829999999999997,0,0,CHEMBL5590122,CHEMBL5569594,6.58,5.5,1,1,1,1
ACHE_HUMAN_IC50,Human AChE,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL245046,CHEMBL242906,COc1cc2cc(-c3ccc(CN(C)Cc4ccc(C)cc4)cc3)c(=O)oc2cc1OC,COc1cc2cc(-c3ccc(CN(C)Cc4ccc([N+](=O)[O-])cc4)cc3)c(=O)oc2cc1OC,6.51,4.61,1.8999999999999997,0.75,0.25,7.599999999999998,0,0,CHEMBL245046,CHEMBL242906,6.51,4.61,1,1,1,1
ACHE_HUMAN_IC50,Human AChE,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL3335064,CHEMBL3335058,O=c1oc2cc(OCCCN3CCC(Cc4ccccc4)CC3)ccc2c2ccccc12,O=c1oc2cc(OCCN3CCC(Cc4ccccc4)CC3)ccc2c2ccccc12,5.39,4.7,0.6899999999999995,0.9056603773584906,0.0943396226415094,7.3139999999999965,0,0,CHEMBL3335064,CHEMBL3335058,5.39,4.7,1,1,1,1
ACHE_HUMAN_IC50,Human AChE,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL3586771,CHEMBL5563449,CN(Cc1ccccc1)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1,CN(Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1)Cc1cncnc1,6.92,5.39,1.5300000000000002,0.7857142857142857,0.2142857142857143,7.140000000000001,0,0,CHEMBL3586771,CHEMBL5563449,6.92,5.39,2,1,2,1
ACHE_HUMAN_IC50,Human AChE,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL3586771,CHEMBL5573115,CN(Cc1ccccc1)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1,CN(CCc1cccnc1)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1,6.92,4.97,1.95,0.7258064516129032,0.2741935483870967,7.111764705882354,0,0,CHEMBL3586771,CHEMBL5573115,6.92,4.97,2,1,2,1
ACHE_HUMAN_IC50,Human AChE,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL3335069,CHEMBL3335063,COc1cccc(CN(C)CCCCOc2ccc3c(c2)oc(=O)c2ccccc23)c1,COc1cccc(CN(C)CCCOc2ccc3c(c2)oc(=O)c2ccccc23)c1,5.08,4.68,0.4000000000000003,0.9433962264150944,0.0566037735849056,7.066666666666674,0,0,CHEMBL3335069,CHEMBL3335063,5.08,4.68,1,1,1,1
ACHE_HUMAN_IC50,Human AChE,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL2047528,CHEMBL3827765,CN(CCCOc1ccc2ccc(=O)oc2c1)Cc1cccc(OC(=O)NCCCCCc2ccccc2)c1,CCCCCCc1ccc(NC(=O)Oc2cccc(CN(C)CCCOc3ccc4ccc(=O)oc4c3)c2)cc1,7.13,5.42,1.71,0.7567567567567568,0.2432432432432432,7.030000000000001,0,0,CHEMBL2047528,CHEMBL3827765,7.13,5.42,1,1,1,1
ACHE_HUMAN_IC50,Human AChE,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL3827220,CHEMBL3827950,O=C(NCCCCCc1ccccc1)Oc1cccc(Cn2cc(COc3ccc4ccc(=O)oc4c3)nn2)c1,O=C(NCCCCCc1ccccc1)Oc1ccc(-n2cc(COc3ccc4ccc(=O)oc4c3)nn2)cc1,6.04,4.32,1.7199999999999998,0.75,0.25,6.879999999999999,0,0,CHEMBL3827220,CHEMBL3827950,6.04,4.32,1,1,1,1
ACHE_HUMAN_IC50,Human AChE,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL3335066,CHEMBL3335067,O=c1oc2cc(OCCCN3CCN(Cc4ccccc4)CC3)ccc2c2ccccc12,COc1cccc(CN2CCN(CCCOc3ccc4c(c3)oc(=O)c3ccccc34)CC2)c1,6.1,4.75,1.3499999999999996,0.8035714285714286,0.1964285714285714,6.872727272727272,0,0,CHEMBL3335066,CHEMBL3335067,6.1,4.75,1,1,1,1
ACHE_HUMAN_IC50,Human AChE,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL3586771,CHEMBL5563417,CN(Cc1ccccc1)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1,CN(CCc1cccs1)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1,6.92,5.18,1.7400000000000002,0.7457627118644068,0.2542372881355932,6.844000000000001,0,0,CHEMBL3586771,CHEMBL5563417,6.92,5.18,2,1,2,1
ACHE_HUMAN_IC50,Human AChE,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL3586771,CHEMBL5574703,CN(Cc1ccccc1)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1,CN(Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1)Cc1nccs1,6.92,5.18,1.7400000000000002,0.7457627118644068,0.2542372881355932,6.844000000000001,0,0,CHEMBL3586771,CHEMBL5574703,6.92,5.18,2,1,2,1
