compound_id,UMAP1,UMAP2,canonical_smiles,dominant_endpoint,chembl_target_degree,single_vs_multi,high_degree_flag,MolWt,cLogP,TPSA,HBD,HBA,RotB,RingCount,AromaticRingCount,HeavyAtomCount,FractionCSP3,LipinskiRo5Violations,LipinskiRo5Compliant
CHEMBL4513423,4.1257977,11.047634,O=c1oc2ccccc2c2nn(CN3CCN(S(=O)(=O)c4ccc(F)cc4)CC3)cc12,IC50,4,multi-target,0,442.47200000000015,2.2458,88.65,0,7,4,5,4,31,0.238095238095238,0,1
CHEMBL3545711,1.3206301,4.446573,COc1cc(C(C)N(C)C)c2c(c1)oc(=O)c1ccccc12,IC50,2,multi-target,0,297.354,3.5774000000000026,42.68,0,4,3,3,3,22,0.2777777777777778,0,1
CHEMBL4865520,13.054596,2.903739,Cc1c(O)c([N+](=O)[O-])cc2cc(C(=O)Nc3ccc(O)c(C(=O)O)c3)c(=O)oc12,IC50,2,multi-target,0,400.2990000000002,2.371319999999999,180.21,4,8,4,3,3,29,0.0555555555555555,0,1
CHEMBL3092189,11.230968,14.408171,CNS(=O)(=O)Nc1cccc(Cc2c(C)c3ccc(OC(=O)N(C)C)cc3oc2=O)c1,IC50,4,multi-target,0,445.4970000000002,2.6287200000000004,117.95,2,6,6,3,3,31,0.238095238095238,0,1
CHEMBL2376887,12.67467,0.33058852,CC(C)OC(=O)Nc1cc2ccccc2oc1=O,IC50,1,single-target,0,247.25,2.749900000000001,68.53999999999999,1,4,2,2,2,18,0.2307692307692307,0,1
CHEMBL4202589,11.10857,4.574933,COc1ccc(-c2cc3cc(C)ccc3oc2=O)nn1,IC50,1,single-target,0,268.272,2.5670200000000003,65.22,0,5,2,3,3,20,0.1333333333333333,0,1
CHEMBL4475016,16.108753,5.0390964,O=Cc1cccc(OCc2cn(CCCOc3ccc4ccc(=O)oc4c3)nn2)c1,Ki,2,multi-target,0,405.4100000000001,3.2451000000000016,96.45,0,8,9,4,4,30,0.1818181818181818,0,1
CHEMBL2158365,5.6527257,0.25784314,CC(Oc1cc(=O)oc2ccccc12)C(=O)Nc1ccncc1,IC50,2,multi-target,0,310.309,2.5940000000000003,81.42999999999999,1,5,4,3,3,23,0.1176470588235294,0,1
CHEMBL3586574,1.5278218,3.4415138,Cc1c(C)c2ccc(OCCCN(C)Cc3ccccc3)cc2oc1=O,IC50,5,multi-target,1,351.446,4.310740000000004,42.68,0,4,7,3,3,26,0.3181818181818182,0,1
CHEMBL4160716,4.8811016,2.5273147,O=c1cc(-c2cccc(Cl)c2)c2ccc(O)cc2o1,Ki,2,multi-target,0,272.687,3.8190000000000017,50.44,1,3,1,3,3,19,0.0,0,1
CHEMBL4203878,11.078481,4.4705634,Cc1ccc2cc(-c3ccc(Br)nn3)c(=O)oc2c1,IC50,1,single-target,0,317.14200000000005,3.320920000000002,55.99,0,4,1,3,3,19,0.0714285714285714,0,1
CHEMBL3746173,-6.6319747,8.496525,CCNC(=O)c1cc2c(ccc3c(C)cc(=O)oc32)oc1=N,IC50,2,multi-target,0,298.298,2.07679,96.3,2,5,2,3,3,22,0.1875,0,1
CHEMBL3746815,-6.6516886,8.515449,Cc1cc(=O)oc2c1ccc1oc(=N)c(C(=O)NCc3cccc(Br)c3)cc12,Ki,1,single-target,0,439.2650000000001,4.019590000000003,96.3,2,5,3,4,4,28,0.0952380952380952,0,1
CHEMBL3115516,11.814982,7.7440114,O=C(CSc1ccc(Br)cc1)N1N=C(c2cc3ccccc3oc2=O)C[C@@H]1c1ccc(C(F)(F)F)cc1,IC50,1,single-target,0,587.4170000000005,7.044300000000005,62.88,0,5,5,5,4,37,0.1481481481481481,2,0
CHEMBL3983437,9.250713,-1.4682188,N#Cc1ccc(-c2ccc3oc(=O)ccc3c2)n1Cc1cc(F)cc(F)c1,IC50,1,single-target,0,362.335,4.459680000000002,58.93,0,4,3,4,4,27,0.0476190476190476,0,1
CHEMBL5404997,6.1748195,-1.7707587,O=c1cc(OCCCNC2CCN(Cc3ccccc3)CC2)c2ccc(-c3ccc(F)cc3)cc2o1,IC50,1,single-target,0,486.5870000000003,5.622200000000005,54.71,1,5,9,5,4,36,0.3,1,0
CHEMBL1951645,3.8426683,3.2379,CC(=O)Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1,Kd,1,single-target,0,271.194,2.7702,59.31,1,3,1,2,2,19,0.1666666666666666,0,1
CHEMBL5289972,5.5932074,6.709581,O=c1oc2cc(O)c(O)cc2c2c(-c3ccc(O)c(O)c3)cn(CCc3ccc(O)c(O)c3)c12,IC50,2,multi-target,0,461.42600000000016,3.8910000000000022,156.51999999999998,6,9,4,5,5,34,0.08,1,0
CHEMBL4750586,3.6313896,0.77941835,COc1ccc(N2CCN(Cc3cc(=O)oc4cc(OCc5ccc([N+](=O)[O-])cc5)ccc34)CC2)cc1,Ki,2,multi-target,0,501.5390000000003,4.611000000000004,98.29,0,8,8,5,4,37,0.25,1,0
CHEMBL4740913,3.63954,0.7646163,COc1ccc(N2CCN(Cc3cc(=O)oc4cc(OCc5ccccc5[N+](=O)[O-])ccc34)CC2)cc1,Ki,2,multi-target,0,501.5390000000003,4.611000000000003,98.29,0,8,8,5,4,37,0.25,1,0
CHEMBL2441684,3.382838,1.8154941,COc1c(F)c[n+](CCCCCOc2ccc3c(C)cc(=O)oc3c2)cc1F,IC50,1,single-target,0,390.40600000000006,3.925020000000004,52.55,0,4,8,3,3,28,0.3333333333333333,0,1
CHEMBL80837,10.984336,14.617631,Cc1c(Cc2ccccc2)c(=O)oc2cc(OC(=O)N(C)C)c(Cl)cc12,IC50,1,single-target,0,371.82,4.406020000000003,59.75,0,4,3,3,3,26,0.2,0,1
CHEMBL4635964,2.9161997,-7.024059,Cc1cn([C@H]2C[C@H](n3cc(COc4ccc5oc(=O)ccc5c4)nn3)[C@@H](CO)O2)c(=O)[nH]c1=O,Ki,5,multi-target,1,467.43800000000016,0.6430199999999996,154.47,2,11,6,5,4,34,0.3181818181818182,1,0
CHEMBL5083613,2.5648205,1.6886768,CN(Cc1ccccc1)Cc1ccc(COc2ccc3c(C(F)F)cc(=O)oc3c2)cc1,IC50,3,multi-target,0,435.4700000000001,5.941600000000005,42.68,0,4,8,4,4,32,0.1923076923076923,1,0
CHEMBL4790359,7.1772456,7.810758,CCCC/N=C(\C)c1c(O)c2ccccc2oc1=O,IC50,1,single-target,0,259.305,3.107700000000001,62.8,1,4,4,2,2,19,0.3333333333333333,0,1
CHEMBL4637131,15.408004,1.8552485,Cc1c(O)c(=O)ccn1CCNC(=O)c1cc2ccc(OCc3cccc(F)c3)cc2oc1=O,IC50,1,single-target,0,464.4490000000002,3.116820000000001,110.77,2,7,7,4,4,34,0.16,0,1
CHEMBL3586602,8.959342,0.47210786,CN(Cc1ccc(C#N)cc1)Cc1ccc(COc2ccc3ccc(=O)oc3c2)cc1,IC50,5,multi-target,1,410.4730000000001,4.8756800000000045,66.47,0,5,7,4,4,31,0.1538461538461538,0,1
CHEMBL4439320,7.2301874,-3.1969042,Cc1c(C)c2ccc(OCC3CCCN(Cc4ccc(F)cc4)C3)cc2oc1=O,IC50,4,multi-target,0,395.4740000000001,4.839940000000004,42.68,0,4,5,4,3,29,0.375,0,1
CHEMBL3192879,3.183435,2.4864962,Cc1cc(=O)oc2cc(OCC(=O)N/N=C/c3cc([N+](=O)[O-])ccc3O)ccc12,IC50,2,multi-target,0,397.3430000000001,2.24432,144.26999999999998,2,8,6,3,3,29,0.1052631578947368,0,1
CHEMBL4786964,3.5814762,0.803319,O=c1cc(CN2CCN(Cc3ccccc3)CC2)c2ccc(OCc3ccc(Br)cc3)cc2o1,Ki,2,multi-target,0,519.4390000000002,5.4523000000000055,45.92,0,5,7,5,4,34,0.25,2,0
CHEMBL142799,2.0716927,4.266319,O=c1oc2cc(OCc3ccccc3)ccc2c2c1CCC2,IC50,4,multi-target,0,292.3340000000001,3.860700000000003,39.44,0,3,3,4,3,22,0.2105263157894736,0,1
CHEMBL3586609,2.4763722,1.4923123,O=c1cc(CO)c2ccc(OCc3ccc(CNCc4ccccc4)cc3)cc2o1,IC50,3,multi-target,0,401.4620000000001,4.154100000000003,71.7,2,5,8,4,4,30,0.16,0,1
CHEMBL5184399,7.62987,14.646305,Cc1cc(N2Nc3cc(O)ccc3-c3c2c2ccc(O)cc2oc3=O)ccc1OCCN1CCC=C(C(=O)O)C1,IC50,2,multi-target,0,541.5600000000004,4.753720000000005,135.70999999999998,4,9,6,6,4,40,0.2,1,0
CHEMBL1915315,11.692252,4.4386106,O=c1oc2cc(O)ccc2cc1-c1ccc(O)cc1,EC50,1,single-target,0,254.241,2.871200000000001,70.67,2,4,1,3,3,19,0.0,0,1
CHEMBL1377464,4.794232,4.7395983,Cc1c(O)ccc2c(CC(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O)cc(=O)oc12,AC50,1,single-target,0,420.42100000000016,2.64292,132.63,4,5,6,4,4,31,0.1739130434782608,0,1
CHEMBL4061606,6.4461207,8.615175,CCCCCCCCCCCc1c(O)c2ccccc2oc1=O,Ki,1,single-target,0,316.4410000000001,5.571900000000007,50.440000000000005,1,3,10,2,2,23,0.55,1,0
CHEMBL3586587,8.957448,0.449403,CN(Cc1cccc(C#N)c1)Cc1cccc(COc2ccc3ccc(=O)oc3c2)c1,IC50,3,multi-target,0,410.4730000000001,4.8756800000000045,66.47,0,5,7,4,4,31,0.1538461538461538,0,1
CHEMBL4566022,4.220662,10.913722,O=c1oc2ccccc2c2nn(S(=O)(=O)c3ccc(Cl)c([N+](=O)[O-])c3)cc12,IC50,4,multi-target,0,405.77500000000015,2.941300000000002,125.31,0,8,3,4,4,27,0.0,0,1
CHEMBL4573905,4.3016043,10.806347,COc1ccc(S(=O)(=O)n2cc3c(=O)oc4ccccc4c3n2)cc1,IC50,4,multi-target,0,356.35900000000004,2.3883,91.4,0,7,3,4,4,25,0.0588235294117647,0,1
CHEMBL2442512,7.2319818,3.7960687,O=C(O)c1cc2cc3c4c(c2oc1=O)CCCN4CCC3,IC50,1,single-target,0,285.29900000000004,2.1900000000000004,70.74999999999999,1,4,1,4,2,21,0.375,0,1
CHEMBL382645,7.0595183,1.7306589,NCCCOc1c2occc2cc2ccc(=O)oc12,IC50,1,single-target,0,259.261,2.266800000000001,78.60000000000001,1,5,4,3,3,19,0.2142857142857142,0,1
CHEMBL424673,5.2357736,3.0789812,Cc1cc(=O)oc2cc3oc4c(c3cc12)CCC4,IC50,1,single-target,0,240.25799999999992,3.336320000000001,43.35,0,3,0,4,3,18,0.2666666666666666,0,1
CHEMBL4582292,10.9328575,2.1985726,CCC(CC)Oc1ccc2cc(C(=O)NCC(O)(Cn3ccnc3)c3ccc(Cl)cc3Cl)c(=O)oc2c1,IC50,1,single-target,0,544.4350000000002,5.181500000000006,106.59,2,7,10,4,4,37,0.2962962962962963,2,0
CHEMBL3586596,8.968048,0.47925827,CN(Cc1ccc(COc2ccc3ccc(=O)oc3c2)cc1)Cc1cccc(C#N)c1,IC50,3,multi-target,0,410.4730000000001,4.8756800000000045,66.47,0,5,7,4,4,31,0.1538461538461538,0,1
CHEMBL3957654,5.163267,9.669703,O=c1oc2ccccc2c(N2CCN(c3ccc(F)cc3)CC2)c1CO,IC50,1,single-target,0,354.38100000000014,2.7510000000000017,56.92,1,5,3,4,3,26,0.25,0,1
CHEMBL224228,7.7624903,-0.5974516,O=c1ccc2cc(Cn3ccnc3)ccc2o1,IC50,1,single-target,0,226.23500000000004,2.0378,48.03,0,4,2,3,3,17,0.0769230769230769,0,1
CHEMBL3235992,7.552417,2.0748858,COc1cc(OC)c2ccc(=O)oc2c1/C=C/[C@H]1C[C@@H](C=C(C)C)c2c(c3ccccc3n(C)c2=O)O1,IC50,1,single-target,0,499.56300000000033,5.576400000000007,79.9,0,7,5,5,4,37,0.2666666666666666,1,0
CHEMBL4534641,5.783606,-9.658014,Cc1c(N2CCN(C)CC2)ccc2c3c(c(=O)oc12)CN(C(=O)c1ccc2c(c1)CS(=O)(=O)N2)CC3,IC50,2,multi-target,0,508.6000000000004,2.3070200000000005,103.17,1,7,2,6,3,36,0.3846153846153846,1,0
CHEMBL4745131,8.824118,-0.19148815,O=C(/C=C/c1cccc([N+](=O)[O-])c1)Nc1ccc2oc(=O)ccc2c1,Ki,2,multi-target,0,336.3030000000001,3.3531000000000013,102.45,1,5,4,3,3,25,0.0,0,1
CHEMBL3427385,6.0261106,11.405325,O=C(O)/C=C/c1ccc(Cc2c(-c3ccccc3)c(=O)oc3cc(O)ccc23)cc1,IC50,1,single-target,0,398.4140000000001,4.854200000000004,87.74,2,4,5,4,4,30,0.04,0,1
CHEMBL488266,6.077331,5.0096135,COc1c(O)ccc2c3c(c(=O)oc12)CCCC3,IC50,1,single-target,0,246.2619999999999,2.386,59.67,1,4,1,3,2,18,0.3571428571428571,0,1
CHEMBL1418096,10.568866,4.6328874,O=c1oc2c(O)cccc2cc1-c1nc2ccccc2[nH]1,IC50,4,multi-target,0,278.267,3.041900000000001,79.12,2,4,1,4,4,21,0.0,0,1
CHEMBL4077052,22.2996,-4.67206,NS(=O)(=O)c1ccc(-n2nc(C(=O)OCCOc3cc(=O)oc4ccccc34)cc2-c2ccc(F)cc2)cc1,IC50,3,multi-target,0,549.5360000000003,3.668000000000002,143.72000000000003,1,9,8,5,5,39,0.074074074074074,1,0
CHEMBL4089608,5.2013555,-1.0984334,Cc1c(C#N)c(=O)oc2cc(OCCN3CCN(Cc4ccc(Br)cc4)CC3)ccc12,IC50,3,multi-target,0,482.37800000000016,3.9322000000000026,69.71,0,6,6,4,3,31,0.3333333333333333,0,1
CHEMBL56784,10.4348545,9.9654045,COc1ccc(-c2c3n(c4c(=O)oc5cc(OS(=O)(=O)O)c(OC)cc5c24)CCc2cc(OC)c(OC)cc2-3)cc1O,IC50,1,single-target,0,595.5820000000003,4.559400000000005,155.89,2,11,7,6,5,42,0.2068965517241379,2,0
CHEMBL242711,7.0790224,1.4873215,O=c1ccc2c(O)c3ccoc3cc2o1,IC50,2,multi-target,0,202.165,2.2448,63.58,1,4,0,3,3,15,0.0,0,1
CHEMBL4085485,6.050364,7.2001004,O=C1C=CC(=O)c2c1ccc1c2c(=O)oc2ccc(F)cc21,IC50,2,multi-target,0,294.237,3.020500000000001,64.35,0,4,0,4,3,22,0.0,0,1
CHEMBL4086414,6.0510073,7.161709,O=C1C=CC(=O)c2c1ccc1c2c(=O)oc2cc(O)ccc21,IC50,2,multi-target,0,292.246,2.5870000000000006,84.58,1,5,0,4,3,22,0.0,0,1
CHEMBL4171612,6.9383583,7.4018803,COc1c(C(C)=O)c(=O)oc2ccc(Br)cc12,Ki,2,multi-target,0,297.104,2.766700000000001,56.510000000000005,0,4,2,2,2,17,0.1666666666666666,0,1
CHEMBL4103176,7.7800283,0.08955941,O=C(Cc1ccccc1Nc1c(Cl)cccc1Cl)NCCOc1ccc2ccc(=O)oc2c1,Ki,3,multi-target,0,483.3510000000002,5.581100000000005,80.57000000000001,2,5,8,4,4,33,0.12,1,0
CHEMBL4076291,7.7933116,0.12440973,CC1=C(CC(=O)NCCOc2ccc3ccc(=O)oc3c2)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1,Ki,3,multi-target,0,543.6160000000002,5.582500000000006,91.6,1,5,8,5,4,39,0.1612903225806451,2,0
CHEMBL4440911,4.24258,10.880915,O=c1oc2ccccc2c2nn(S(=O)(=O)c3ccc([N+](=O)[O-])cc3)cc12,IC50,4,multi-target,0,371.3300000000001,2.2879000000000005,125.31,0,8,3,4,4,26,0.0,0,1
CHEMBL358206,11.805239,4.4479637,Cc1nc(-c2cc3ccc(O)cc3oc2=O)cs1,Ki,1,single-target,0,259.28599999999994,2.9305200000000005,63.330000000000005,1,5,1,3,3,18,0.0769230769230769,0,1
CHEMBL1423810,4.046803,4.0199347,CCN(CC)c1ccc2c(Cl)cc(=O)oc2c1,AC50,5,multi-target,1,251.713,3.292600000000002,33.45,0,3,3,2,2,17,0.3076923076923077,0,1
CHEMBL4290035,6.857875,8.027201,COc1cccc(/C=C/C(=O)c2c(O)c3ccc(OC)cc3oc2=O)c1,IC50,1,single-target,0,352.3420000000001,3.411900000000002,85.97,1,6,5,3,3,26,0.1,0,1
CHEMBL4519591,4.9957447,3.2825844,Cc1cc(Br)c2c(CP(=O)(O)O)cc(=O)oc2c1,Ki,1,single-target,0,333.07400000000007,2.5416200000000018,87.74,2,3,2,2,2,18,0.1818181818181818,0,1
CHEMBL559790,2.4724574,6.254119,Cc1c(CCC(=O)O)c(=O)oc2c(C)c(OCc3cccc4ccccc34)ccc12,IC50,1,single-target,0,402.446,5.159240000000004,76.74,1,4,6,4,4,30,0.2,1,0
CHEMBL3735572,11.133975,5.1921277,CC(=O)Oc1cccc(-c2cc3cc(C)ccc3oc2=O)c1,IC50,1,single-target,0,294.30600000000004,3.6937200000000026,56.51,0,4,2,3,3,22,0.1111111111111111,0,1
CHEMBL470619,-1.1411812,5.829903,COc1cc(C)cc2oc(=O)c(Cc3ccc(C)cc3)cc12,Ki,2,multi-target,0,294.35,4.009240000000003,39.44,0,3,3,3,3,22,0.2105263157894736,0,1
CHEMBL470419,13.167826,1.1419019,CCOC(=O)c1ccc(NC(=O)c2cc3ccccc3oc2=O)cc1,IC50,1,single-target,0,337.3310000000001,3.2220000000000013,85.60999999999999,1,5,4,3,3,25,0.1052631578947368,0,1
CHEMBL590377,4.606206,3.781654,O=c1cc(CSc2ccc(C(F)(F)F)cn2)c2ccc(O)cc2o1,IC50,1,single-target,0,353.3210000000001,4.2047000000000025,63.33,1,5,3,3,3,24,0.125,0,1
CHEMBL4095676,2.1203046,3.2981427,Cc1c(C#N)c(=O)oc2cc(OCc3ccccc3)ccc12,IC50,3,multi-target,0,291.30600000000004,3.552100000000002,63.23,0,4,3,3,3,22,0.1111111111111111,0,1
CHEMBL4066437,5.4098806,-1.0252941,O=c1ccc2ccc(OCCN3CCN(Cc4ccc(Br)cc4)CC3)cc2o1,IC50,2,multi-target,0,443.3410000000001,3.752100000000003,45.92,0,5,6,4,3,28,0.3181818181818182,0,1
CHEMBL3545710,1.3546374,4.401853,COc1cc(C(C)N(C)C)cc2oc(=O)c3ccccc3c12,IC50,2,multi-target,0,297.35400000000004,3.5774000000000026,42.68,0,4,3,3,3,22,0.2777777777777778,0,1
CHEMBL4170326,7.5123076,2.38069,COc1ccc2ccc(=O)oc2c1C/C=C(\C)COC(=O)CC(C)C,IC50,2,multi-target,0,344.4070000000001,3.8797000000000033,65.74000000000001,0,5,7,2,2,25,0.4,0,1
CHEMBL4060402,7.4479623,-0.16997546,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)NCCOc1ccc2oc(=O)ccc2c1,Ki,2,multi-target,0,442.4710000000002,3.508000000000002,90.54,1,6,7,5,4,33,0.1923076923076923,0,1
CHEMBL1356140,4.04102,5.8827124,Cc1c(Cc2ccccc2)c(=O)oc2c(C)c(OCC(=O)N3CCC(C(=O)O)CC3)ccc12,AC50,2,multi-target,0,449.5030000000002,3.7026400000000015,97.05,1,5,6,4,3,33,0.3461538461538461,0,1
CHEMBL199904,11.315032,4.7901745,COc1cc(OC)cc(-c2cc3cc(OC)ccc3oc2=O)c1,IC50,1,single-target,0,312.321,3.485800000000002,57.9,0,5,4,3,3,23,0.1666666666666666,0,1
CHEMBL4569990,5.2018094,-3.6060362,COc1cc2c(cc1OC)CN(CCCOc1ccc3c(C)c(C)c(=O)oc3c1)CC2,IC50,2,multi-target,0,423.5090000000002,4.254240000000004,61.14,0,6,7,4,3,31,0.4,0,1
CHEMBL199006,2.5848987,3.9753187,Cc1c(Cc2ccccc2)c(=O)oc2cc(OC(=O)C3CC3)ccc12,IC50,1,single-target,0,334.37100000000004,4.007620000000003,56.51,0,4,4,4,3,25,0.238095238095238,0,1
