case_id,target_label,case_priority,target_chembl_id,target_name,target_organism,endpoint,compound_id,canonical_smiles,inchi_key,median_pactivity,mean_pactivity,std_pactivity,min_pactivity,max_pactivity,pactivity_range_within_duplicate_records,record_count_for_compound,doi_count_for_compound,doi_list,year_min,year_max,record_id_list,smiles_missing,duplicate_activity_flag
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL128551,CCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3ccc(=O)oc3c2)c1,MTHAAFJWKDKWDN-UHFFFAOYSA-N,7.85,7.85,0.0,7.85,7.85,0.0,2,2,10.1007/s00044-010-9373-7; 10.1016/j.ejmech.2009.12.038,2010,2011,12427220; 3316261,False,1
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL3586608,CN(Cc1ccccc1)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1.Cl,BNTJFASFUKYXFU-UHFFFAOYSA-N,6.92,6.92,0.0,6.92,6.92,0.0,2,2,10.1021/acs.jmedchem.5b00599; 10.1021/acsmedchemlett.2c00001,2015,2022,15625546; 24804532,False,1
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL3586771,CN(Cc1ccccc1)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1,RTJRBYKZQSYWCM-UHFFFAOYSA-N,6.92,6.92,0.0,6.92,6.92,0.0,2,2,10.1016/j.ejmech.2024.116511; 10.1021/acs.jmedchem.1c01784,2022,2024,24422273; 25998532,False,1
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL4464759,Cc1c(C)c2ccc(OCC3CCN(CCCO)CC3)cc2oc1=O,IEMVOQOAOQXSRB-UHFFFAOYSA-N,6.05,6.05,0.0,6.05,6.05,0.0,2,2,10.1016/j.ejmech.2018.10.016; 10.1021/acs.jmedchem.1c01784,2019,2022,18936980; 24422277,False,1
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL2441680,COc1ccc(C(F)(F)F)c[n+]1CCCOc1ccc2c(C)cc(=O)oc2c1.O=S(=O)([O-])C(F)(F)F,MJCLAGLRDDLAEC-UHFFFAOYSA-M,5.44,5.44,0.0,5.44,5.44,0.0,2,1,10.1016/j.bmcl.2013.09.008,2013,2013,13509758; 13509790,False,1
CA9_HUMAN_KI,Human CA9,primary,CHEMBL3594,Carbonic anhydrase 9,Homo sapiens,Ki,CHEMBL51628,O=c1ccc2ccc(O)cc2o1,ORHBXUUXSCNDEV-UHFFFAOYSA-N,6.32,6.640000000000001,0.6399999999999998,6.32,7.6,1.2799999999999994,4,4,10.1016/j.bmcl.2010.10.094; 10.1016/j.ejmech.2017.11.061; 10.1021/acs.jmedchem.5b01720; 10.1021/jm200983e,2010,2018,16460588; 18367317; 3605372; 8008416,False,1
CA9_HUMAN_KI,Human CA9,primary,CHEMBL3594,Carbonic anhydrase 9,Homo sapiens,Ki,CHEMBL572366,COc1cc2oc(=O)ccc2cc1[C@@H](O)CC(C)C,ZRXJDVGAMZQYJX-LBPRGKRZSA-N,4.26,4.513333333333333,0.4387862045841155,4.26,5.02,0.7599999999999998,3,3,10.1021/jm301625s; 10.1021/jm901287j; 10.1021/jm901524f,2010,2013,12654148; 2949508; 2997064,False,1
CA9_HUMAN_KI,Human CA9,primary,CHEMBL3594,Carbonic anhydrase 9,Homo sapiens,Ki,CHEMBL4796382,COc1ccc(CSc2nnc(COc3ccc4c(C)cc(=O)oc4c3)o2)cc1,FNFOVWUPMKDVAC-UHFFFAOYSA-N,5.63,5.63,0.0,5.63,5.63,0.0,3,3,10.1016/j.bmcl.2021.127877; 10.1016/j.ejmech.2024.116170; 10.1039/d3md00511a,2021,2024,22933536; 25605883; 25873142,False,1
CA9_HUMAN_KI,Human CA9,primary,CHEMBL3594,Carbonic anhydrase 9,Homo sapiens,Ki,CHEMBL6246,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,AFSDNFLWKVMVRB-UHFFFAOYSA-N,4.5649999999999995,4.5649999999999995,0.6576093065034896,4.1,5.03,0.9300000000000006,2,2,10.1016/j.bmc.2010.01.076; 10.1016/j.bmc.2012.07.021,2010,2013,12667759; 3116832,False,1
CA9_HUMAN_KI,Human CA9,primary,CHEMBL3594,Carbonic anhydrase 9,Homo sapiens,Ki,CHEMBL243263,O=c1ccc2cc(O)ccc2o1,CJIJXIFQYOPWTF-UHFFFAOYSA-N,7.119999999999999,7.119999999999999,0.5656854249492379,6.72,7.52,0.7999999999999998,2,2,10.1016/j.ejmech.2017.11.061; 10.1021/acs.jmedchem.5b01720,2016,2018,16460587; 18367319,False,1
CA9_HUMAN_KI,Human CA9,primary,CHEMBL3594,Carbonic anhydrase 9,Homo sapiens,Ki,CHEMBL3623663,O=c1ccc2ccc(OCc3cn(-c4ccccc4)nn3)cc2o1,LZILEQYIQFONPP-UHFFFAOYSA-N,7.855,7.855,0.34648232278140784,7.61,8.1,0.4899999999999993,2,2,10.1016/j.bmc.2015.09.041; 10.1021/acs.jmedchem.5b01720,2015,2016,15744008; 16460604,False,1
CA9_HUMAN_KI,Human CA9,primary,CHEMBL3594,Carbonic anhydrase 9,Homo sapiens,Ki,CHEMBL4460067,O=Cc1ccccc1OCc1cn(CCCOc2ccc3ccc(=O)oc3c2)nn1,GWUGLVXCZLBLLW-UHFFFAOYSA-N,7.05,7.05,0.2262741699796954,6.89,7.21,0.3200000000000003,2,2,10.1016/j.bmc.2021.116140; 10.1016/j.ejmech.2019.111702,2019,2021,18889647; 23209355,False,1
CA9_HUMAN_KI,Human CA9,primary,CHEMBL3594,Carbonic anhydrase 9,Homo sapiens,Ki,CHEMBL3805222,C/C(=N\Nc1ccc(S(N)(=O)=O)cc1)c1cc2ccccc2oc1=O,OWEHSUAYDKGZPO-YBFXNURJSA-N,7.295,7.295,0.0919238815542511,7.23,7.36,0.1299999999999999,2,2,10.1016/j.bmc.2016.04.052; 10.1016/j.ejmech.2020.112897,2016,2021,16587774; 22802312,False,1
CA9_HUMAN_KI,Human CA9,primary,CHEMBL3594,Carbonic anhydrase 9,Homo sapiens,Ki,CHEMBL3354141,Cc1cc(=O)oc2cc(NC(=O)NS(=O)(=O)c3ccc(F)cc3)ccc12,JDBAVTHSLBRRSD-UHFFFAOYSA-N,7.67,7.67,0.0424264068711932,7.64,7.7,0.0600000000000005,2,2,10.1016/j.bmc.2020.115586; 10.1021/jm501314c,2014,2020,15083219; 22879392,False,1
CA9_HUMAN_KI,Human CA9,primary,CHEMBL3594,Carbonic anhydrase 9,Homo sapiens,Ki,CHEMBL3805919,C/C(=N\Nc1ccc(S(N)(=O)=O)cc1)c1cc2cc(Br)ccc2oc1=O,VBUCMEPVXZQACZ-KEBDBYFISA-N,7.625,7.625,0.007071067811865324,7.62,7.63,0.009999999999999787,2,2,10.1016/j.bmc.2016.04.052; 10.1016/j.ejmech.2020.112897,2016,2021,16587776; 22802313,False,1
CA9_HUMAN_KI,Human CA9,primary,CHEMBL3594,Carbonic anhydrase 9,Homo sapiens,Ki,CHEMBL4096350,CC(C(=O)NCCOc1ccc2oc(=O)ccc2c1)c1ccc(-c2ccccc2)c(F)c1,RDCNYQNKGWIHTR-UHFFFAOYSA-N,7.63,7.63,0.0,7.63,7.63,0.0,2,2,10.1016/j.ejmech.2024.116170; 10.1021/acs.jmedchem.6b01607,2017,2024,17956062; 25873071,False,1
CA9_HUMAN_KI,Human CA9,primary,CHEMBL3594,Carbonic anhydrase 9,Homo sapiens,Ki,CHEMBL5555730,CC(C)(O)[C@@H](O)COc1c2occc2cc2ccc(=O)oc12,FOINLJRVEBYARJ-NSHDSACASA-N,7.56,7.56,0.0,7.56,7.56,0.0,2,1,10.1016/j.ejmech.2024.116170,2024,2024,25873122; 25873137,False,1
CA9_HUMAN_KI,Human CA9,primary,CHEMBL3594,Carbonic anhydrase 9,Homo sapiens,Ki,CHEMBL4447913,NS(=O)(=O)c1ccc(C/N=C/c2c(OCc3cn(CCCOc4ccc5ccc(=O)oc5c4)nn3)ccc3ccccc23)cc1,YQXQVCTZLMEEGM-JEPNHJGPSA-N,7.34,7.34,0.0,7.34,7.34,0.0,2,2,10.1016/j.bmc.2021.116140; 10.1016/j.ejmech.2019.111702,2019,2021,18889630; 23209356,False,1
CA9_HUMAN_KI,Human CA9,primary,CHEMBL3594,Carbonic anhydrase 9,Homo sapiens,Ki,CHEMBL4542923,Cc1cc(=O)oc2cc(OCc3cn(CCCCCCCCCCCCOc4ccc5ccc(=O)oc5c4)nn3)ccc12,WSQKHXZSFHRPGL-UHFFFAOYSA-N,6.84,6.84,0.0,6.84,6.84,0.0,2,2,10.1016/j.ejmech.2024.116170; 10.1016/j.ejmech.2024.116179,2024,2024,25873141; 25873429,False,1
CA9_HUMAN_KI,Human CA9,primary,CHEMBL3594,Carbonic anhydrase 9,Homo sapiens,Ki,CHEMBL1957180,C=CCOc1cc(=O)oc2ccccc12,LWRKLYVFSHDLMU-UHFFFAOYSA-N,6.68,6.68,0.0,6.68,6.68,0.0,2,2,10.1016/j.bmc.2012.02.014; 10.1021/acs.jmedchem.5b01720,2012,2016,16460598; 8060020,False,1
CA9_HUMAN_KI,Human CA9,primary,CHEMBL3594,Carbonic anhydrase 9,Homo sapiens,Ki,CHEMBL432745,C=CCOc1ccc2ccc(=O)oc2c1,KWNHWLBNDYLDEC-UHFFFAOYSA-N,6.14,6.14,0.0,6.14,6.14,0.0,2,2,10.1016/j.bmc.2012.02.014; 10.1021/acs.jmedchem.5b01720,2012,2016,16460597; 8060019,False,1
CA9_HUMAN_KI,Human CA9,primary,CHEMBL3594,Carbonic anhydrase 9,Homo sapiens,Ki,CHEMBL1957175,CC(C)(C)[Si](C)(C)Oc1ccc2oc(=O)ccc2c1,QWMIJMAYGIBZKZ-UHFFFAOYSA-N,6.1,6.1,0.0,6.1,6.1,0.0,2,2,10.1016/j.bmc.2012.02.014; 10.1021/acs.jmedchem.5b01720,2012,2016,16460590; 8060012,False,1
CA9_HUMAN_KI,Human CA9,primary,CHEMBL3594,Carbonic anhydrase 9,Homo sapiens,Ki,CHEMBL1957178,CC(C)(C)[Si](C)(C)Oc1ccc2ccc(=O)oc2c1,ZRNFFKTXFYQLAV-UHFFFAOYSA-N,6.07,6.07,0.0,6.07,6.07,0.0,2,2,10.1016/j.bmc.2012.02.014; 10.1021/acs.jmedchem.5b01720,2012,2016,16460591; 8060015,False,1
CA9_HUMAN_KI,Human CA9,primary,CHEMBL3594,Carbonic anhydrase 9,Homo sapiens,Ki,CHEMBL1957172,C=CCOc1ccc2oc(=O)ccc2c1,SKCYGVFSCSKCJC-UHFFFAOYSA-N,6.03,6.03,0.0,6.03,6.03,0.0,2,2,10.1016/j.bmc.2012.02.014; 10.1021/acs.jmedchem.5b01720,2012,2016,16460596; 8060018,False,1
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,IC50,CHEMBL4571763,Cc1c(C)c2ccc(OCC3CCCN(Cc4ccccc4)C3)cc2oc1=O,HKIDXMKKZYHFEM-UHFFFAOYSA-N,7.52,7.2459999999999996,0.4872165842825959,6.71,7.64,0.9299999999999997,5,3,10.1021/acs.jmedchem.1c01784; 10.1021/acs.jmedchem.6b00562; 10.1021/acsmedchemlett.2c00001,2016,2022,19406946; 19406947; 24422256; 24804530; 24804531,False,1
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,IC50,CHEMBL325761,Cc1c(C)c2ccc(OCc3ccc(F)c(F)c3)cc2oc1=O,OAIPPRYRUKGVPD-UHFFFAOYSA-N,8.94,8.756666666666666,0.33501243758006016,8.37,8.96,0.5900000000000016,3,3,10.1016/j.bmc.2013.02.017; 10.1016/j.bmc.2016.09.050; 10.1039/C5MD00357A,2013,2016,13281005; 16490829; 16766894,False,1
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,IC50,CHEMBL145781,O=c1ccc2ccc(OCc3ccccc3)cc2o1,QDLFCBKKECTJSK-UHFFFAOYSA-N,8.42,8.536666666666667,0.20207259421636883,8.42,8.77,0.34999999999999964,3,3,10.1016/j.ejmech.2016.09.041; 10.1021/acs.jmedchem.4c00045; 10.1021/jm060441e,2006,2024,1773799; 18194964; 25934224,False,1
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,IC50,CHEMBL4751815,Cc1cc(=O)c(O)c(CO)n1CCCn1cc(COc2ccc3ccc(=O)oc3c2)nn1,ABWCZVWLCRRWNY-UHFFFAOYSA-N,6.17,6.136666666666667,0.05773502691896237,6.07,6.17,0.09999999999999964,3,3,10.1016/j.ejmech.2022.114655; 10.1021/acs.jmedchem.0c01480; 10.1021/acs.jmedchem.4c00045,2020,2024,22801685; 25577920; 25934353,False,1
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,IC50,CHEMBL1835228,Cc1ccc(-c2cc3cc(C)ccc3oc2=O)cc1,CEAPJZVOEQSFCZ-UHFFFAOYSA-N,9.51,9.51,0.0,9.51,9.51,0.0,3,3,10.1016/j.ejmech.2021.113907; 10.1021/jm200716y; 10.1039/C1MD00221J,2011,2022,14552973; 24772495; 6383786,False,1
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,IC50,CHEMBL572233,COc1ccc(-c2cc3cc(C)ccc3oc2=O)cc1,IXPFLPLQVXPBGF-UHFFFAOYSA-N,7.88,7.88,0.0,7.88,7.88,0.0,3,3,10.1016/j.bmcl.2009.04.085; 10.1016/j.bmcl.2009.07.039; 10.1021/jm200716y,2009,2011,3022328; 6220081; 6383788,False,1
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,IC50,CHEMBL1783714,Cc1ccc2oc(=O)c(-c3ccccc3)cc2c1,CWPFCMRZZPIZTM-UHFFFAOYSA-N,6.55,6.55,0.0,6.55,6.55,0.0,3,3,10.1016/j.bmcl.2009.04.085; 10.1021/jm200716y; 10.1039/C1MD00221J,2009,2012,14552972; 6220080; 6383785,False,1
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,IC50,CHEMBL3360732,Cc1ccc2oc(=O)c(-c3ccc([N+](=O)[O-])cc3)cc2c1,XGJDMHWEDXLYCE-UHFFFAOYSA-N,7.375,7.375,1.8455486988968888,6.07,8.68,2.6099999999999994,2,2,10.1016/j.bmcl.2014.12.001; 10.1016/j.ejmech.2022.114655,2015,2022,14993860; 25577922,False,1
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,IC50,CHEMBL56918,C/C(=C\COc1ccc2ccc(=O)oc2c1)C1=CC(=O)C(C)(C)O1,OUTLLBZGJYDUQE-XYOKQWHBSA-N,5.73,5.73,1.5697770542341352,4.62,6.84,2.2199999999999998,2,2,10.1016/j.ejmech.2018.01.003; 10.1016/s0960-894x(02)00798-9,2002,2018,25040004; 953512,False,1
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,IC50,CHEMBL5219522,Cc1c(Cl)c(=O)oc2cc(OCCCCSC(=S)N3CCCCC3C)ccc12,QPKSHJTZCXULAH-UHFFFAOYSA-N,7.055,7.055,1.4071424945612303,6.06,8.05,1.990000000000001,2,2,10.1016/j.ejmech.2020.112787; 10.1016/j.ejmech.2022.114606,2020,2022,24963334; 24995648,False,1
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,IC50,CHEMBL3360734,Cc1ccc2oc(=O)c(-c3cccc(N)c3)cc2c1,LGZDIVLUIURHFV-UHFFFAOYSA-N,7.9399999999999995,7.9399999999999995,1.0182337649086288,7.22,8.66,1.4400000000000004,2,2,10.1016/j.bmcl.2014.12.001; 10.1016/j.ejmech.2022.114655,2015,2022,14993862; 25577932,False,1
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,IC50,CHEMBL471221,Cc1ccc(NC(=O)c2cc3ccccc3oc2=O)cc1C,VUJINTDHHNCFJN-UHFFFAOYSA-N,7.075,7.075,0.9263098833543776,6.42,7.73,1.3100000000000005,2,2,10.1021/acs.jmedchem.1c00510; 10.1021/jm801496u,2009,2021,23149882; 2411355,False,1
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,IC50,CHEMBL509345,O=C(Nc1cccc(C(F)(F)F)c1)c1cc2ccccc2oc1=O,JXUJVKNPEQUAAV-UHFFFAOYSA-N,6.04,6.04,0.7919595949289326,5.48,6.6,1.1199999999999992,2,2,10.1016/j.ejmech.2014.04.060; 10.1021/jm801496u,2009,2014,14662191; 2411339,False,1
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,IC50,CHEMBL4460538,Cc1c(C)c2ccc(OCC3CCCN(Cc4cccc(Br)c4)C3)cc2oc1=O,VMOZXXDRTUKKLO-UHFFFAOYSA-N,7.145,7.145,0.6151828996322964,6.71,7.58,0.8700000000000001,2,1,10.1021/acs.jmedchem.6b00562,2016,2016,19406950; 19406951,False,1
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,IC50,CHEMBL108697,Cc1c(C)c2ccc(OCc3cccc(F)c3)cc2oc1=O,XGJZBERLEOSMIT-UHFFFAOYSA-N,8.67,8.67,0.5232590180780441,8.3,9.04,0.7399999999999984,2,2,10.1016/j.bmc.2016.09.050; 10.1021/jm060441e,2006,2016,16766892; 1773840,False,1
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,IC50,CHEMBL274030,Cc1c(C)c2ccc(OCc3ccc(Cl)cc3)cc2oc1=O,LVUUTOUXLZZNQA-UHFFFAOYSA-N,8.51,8.51,0.4525483399593908,8.19,8.83,0.6400000000000006,2,2,10.1016/j.bmc.2016.09.050; 10.1021/jm060441e,2006,2016,16766893; 1773833,False,1
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,IC50,CHEMBL4634695,COc1ccc2cc(C(=O)NCCn3ccc(=O)c(O)c3C)c(=O)oc2c1,XMTMUVRRGUDZRR-UHFFFAOYSA-N,6.8,6.8,0.3676955262170044,6.54,7.06,0.5199999999999996,2,2,10.1016/j.bmc.2020.115550; 10.1016/j.ejmech.2022.114655,2020,2022,20685909; 25577933,False,1
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,IC50,CHEMBL472081,CC(C)NC(=O)c1cc2ccccc2oc1=O,DYFRHCOMCPYXPQ-UHFFFAOYSA-N,4.79,4.79,0.2687005768508886,4.6,4.98,0.3800000000000008,2,2,10.1016/j.bmc.2014.05.002; 10.1021/jm801496u,2009,2014,15044538; 2411331,False,1
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,IC50,CHEMBL109018,Cc1c(C)c2ccc(OCc3cccc(Cl)c3)cc2oc1=O,QYAGHNCHSVGMMO-UHFFFAOYSA-N,8.575,8.575,0.1343502884254437,8.48,8.67,0.1899999999999995,2,2,10.1021/jm060441e; 10.1021/jm7009364,2006,2008,1773839; 2077437,False,1
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,IC50,CHEMBL445184,Cc1cccc(NC(=O)c2cc3ccccc3oc2=O)c1,XUNAVIWFCXQWCJ-UHFFFAOYSA-N,6.125,6.125,0.1343502884254437,6.03,6.22,0.1899999999999995,2,2,10.1016/j.ejmech.2014.04.060; 10.1021/jm801496u,2009,2014,14662190; 2411336,False,1
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,IC50,CHEMBL4580662,Cc1c(C)c2ccc(OCC3CCN(Cc4ccc(CO)cc4)CC3)cc2oc1=O,XRVUZLMXGJXDEZ-UHFFFAOYSA-N,7.475,7.475,0.0919238815542511,7.41,7.54,0.1299999999999999,2,1,10.1016/j.ejmech.2018.10.016,2019,2019,18936909; 18936927,False,1
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,IC50,CHEMBL108660,Cc1cc(=O)oc2cc(OCc3ccccc3)ccc12,RTORNQDWFDEDPT-UHFFFAOYSA-N,8.75,8.75,0.07071067811865576,8.7,8.8,0.10000000000000142,2,2,10.1016/j.ejmech.2016.09.041; 10.1021/jm060441e,2006,2017,1773858; 18194963,False,1
