case_id,target_label,case_priority,target_chembl_id,target_name,target_organism,compound_id,canonical_smiles,inchi_key,endpoint,required_endpoint,pactivity,doi,year,record_id
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL3735572,CC(=O)Oc1cccc(-c2cc3cc(C)ccc3oc2=O)c1,UKDCKUUDKNRTOE-UHFFFAOYSA-N,IC50,IC50,6.15,10.1039/C4MD00437J,2015,16386426
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4095676,Cc1c(C#N)c(=O)oc2cc(OCc3ccccc3)ccc12,ZHMXKSBYYQERTH-UHFFFAOYSA-N,IC50,IC50,8.72,10.1016/j.ejmech.2016.09.041,2017,18194961
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4066437,O=c1ccc2ccc(OCCN3CCN(Cc4ccc(Br)cc4)CC3)cc2o1,ZZINRNYYMBDOTN-UHFFFAOYSA-N,IC50,IC50,5.77,10.1016/j.ejmech.2016.09.041,2017,18195009
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4206041,Cc1cc(=O)oc2cc(OCc3cc[n+](Cc4cccc(F)c4)cc3)ccc12.[Br-],UXMYNPRPWZGKKW-UHFFFAOYSA-M,IC50,IC50,5.54,10.1016/j.ejmech.2017.07.055,2017,18517499
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4475910,CCc1c(O)c(=O)ccn1Cc1cc2ccc(OCc3cccc(Cl)c3)cc2oc1=O,BWEKGMKJNYVSMB-UHFFFAOYSA-N,IC50,IC50,6.37,10.1016/j.ejmech.2019.07.031,2019,19098402
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL118629,CC(=O)/C=C/C=C/COc1ccc2ccc(=O)oc2c1,WKVJBBDJIKLRHY-ZUVMSYQZSA-N,IC50,IC50,5.77,10.1016/s0960-894x(02)00798-9,2002,977605
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4079843,Cc1c(Cl)c(=O)oc2cc(OCc3ccc(Br)cc3)ccc12,CFDZXXWQQBIBLA-UHFFFAOYSA-N,IC50,IC50,9.1,10.1016/j.ejmech.2016.09.041,2017,18194995
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL3735165,Cc1ccc2oc(=O)c(-c3cccs3)cc2c1,NCFDLDNOVBBFGK-UHFFFAOYSA-N,IC50,IC50,5.42,10.1039/C4MD00437J,2015,16386443
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4094745,Cc1c(Cl)c(=O)oc2cc(OCc3ccccc3)ccc12,FLISBXSFDOEMCC-UHFFFAOYSA-N,IC50,IC50,8.68,10.1016/j.ejmech.2016.09.041,2017,18194962
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4097014,Cc1ccc2oc(=O)c(C(=O)Nc3ccc(O)cc3)cc2c1,HMOWXDJAMBOFPG-UHFFFAOYSA-N,IC50,IC50,6.21,10.1021/acs.jmedchem.7b00918,2017,18187105
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4525381,Cl.O=C(CCN1CCN(Cc2ccccc2)CC1)c1cc2ccc(O)cc2oc1=O,BJBIJPJSVVICGI-UHFFFAOYSA-N,IC50,IC50,4.39,10.1016/j.ejmech.2019.04.016,2019,19030113
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL214255,O=c1ccc2ccc(OS(=O)(=O)c3ccccc3)cc2o1,AMVFOTPBMAVZIH-UHFFFAOYSA-N,IC50,IC50,5.65,10.1021/jm060441e,2006,1773846
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL5399314,COc1cc(C(=O)Nc2c(O)ccc3c(C)cc(=O)oc23)cc(OC)c1OC,WBCDGTAWSUGTBW-UHFFFAOYSA-N,IC50,IC50,4.17,10.1016/j.ejmech.2023.115091,2023,25461207
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL1835232,COc1cc(-c2cc3cc(C)ccc3oc2=O)ccc1Br,DKIKMZJXGNQTBN-UHFFFAOYSA-N,IC50,IC50,8.49,10.1021/jm200716y,2011,6383794
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL577123,Cc1ccc2oc(=O)c(C(=O)O)cc2c1,FJICLQQBBFWGMZ-UHFFFAOYSA-N,IC50,IC50,7.72,10.1016/j.bmc.2013.02.017,2013,13281003
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL568385,CCOC(=O)c1cc2ccc(OC)cc2oc1=O,FWFVXBZXJKTVGL-UHFFFAOYSA-N,IC50,IC50,4.63,10.1016/j.ejmech.2011.07.017,2011,6361433
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL5563200,COc1ccc2cc(C(=O)Nc3ccc(S(N)(=O)=O)cc3)c(=O)oc2c1,ZCHPXRQGHCAVJD-UHFFFAOYSA-N,IC50,IC50,6.49,10.1021/acs.jmedchem.4c00045,2024,25934245
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL471221,Cc1ccc(NC(=O)c2cc3ccccc3oc2=O)cc1C,VUJINTDHHNCFJN-UHFFFAOYSA-N,IC50,IC50,7.73,10.1021/acs.jmedchem.1c00510,2021,23149882
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL471221,Cc1ccc(NC(=O)c2cc3ccccc3oc2=O)cc1C,VUJINTDHHNCFJN-UHFFFAOYSA-N,IC50,IC50,6.42,10.1021/jm801496u,2009,2411355
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL512883,CC(C)CNC(=O)c1cc2ccccc2oc1=O,BKVFDOZWDVAMFZ-UHFFFAOYSA-N,IC50,IC50,5.49,10.1021/jm801496u,2009,2411332
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4539801,Cc1c(C)c2ccc(OCC3CCN(Cc4ccc(Cl)cc4)CC3)cc2oc1=O.Cl,AYEMVPPLNGOADG-UHFFFAOYSA-N,IC50,IC50,6.21,10.1021/acs.jmedchem.6b00562,2016,19406942
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL513549,O=C(Nc1c(F)c(F)nc(F)c1F)c1cc2ccccc2oc1=O,YTDKRMHVKQGTGZ-UHFFFAOYSA-N,IC50,IC50,6.24,10.1021/jm801496u,2009,2411361
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL495466,Cc1ccc2oc(=O)c(C(=O)Nc3ccccc3)cc2c1,JUQDUATUBQVGDN-UHFFFAOYSA-N,IC50,IC50,7.82,10.1021/acs.jmedchem.7b00918,2017,18187111
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL509345,O=C(Nc1cccc(C(F)(F)F)c1)c1cc2ccccc2oc1=O,JXUJVKNPEQUAAV-UHFFFAOYSA-N,IC50,IC50,6.6,10.1021/jm801496u,2009,2411339
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL509345,O=C(Nc1cccc(C(F)(F)F)c1)c1cc2ccccc2oc1=O,JXUJVKNPEQUAAV-UHFFFAOYSA-N,IC50,IC50,5.48,10.1016/j.ejmech.2014.04.060,2014,14662191
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL469818,Cc1cccc(Cl)c1NC(=O)c1cc2ccccc2oc1=O,KKQXITVOUUCVQH-UHFFFAOYSA-N,IC50,IC50,4.72,10.1021/jm801496u,2009,2411349
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL519678,COc1cc(NC(=O)c2cc3ccc(OCc4ccc(F)cc4)cc3oc2=O)cc(OC)c1,DSFHWERIAUUWGU-UHFFFAOYSA-N,IC50,IC50,4.67,10.1021/jm801496u,2009,2411377
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL3735913,Cc1ccc2oc(=O)c(-c3cccc(OCCBr)c3)cc2c1,CJGUGSJGGULCKI-UHFFFAOYSA-N,IC50,IC50,5.61,10.1039/C4MD00437J,2015,16386428
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL5575065,NS(=O)(=O)c1ccc(NC(=O)c2cc3ccccc3oc2=O)c(Cl)c1,ARQACZBYYYOQIL-UHFFFAOYSA-N,IC50,IC50,6.81,10.1021/acs.jmedchem.4c00045,2024,25934241
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4466478,CCCCN1CCC(Oc2ccc3c(C)c(C)c(=O)oc3c2)CC1,QHAPMVPRWPFYPM-UHFFFAOYSA-N,IC50,IC50,5.85,10.1021/acs.jmedchem.6b00562,2016,19406932
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4455029,Cc1c(C)c2ccc(OCC3CCCN(Cc4ccc(C#N)cc4)C3)cc2oc1=O,VRRAACLPQFMWKW-UHFFFAOYSA-N,IC50,IC50,7.47,10.1021/acs.jmedchem.6b00562,2016,19406955
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4466718,Cc1c(C)c2ccc(OC3CCN(Cc4cccc(Cl)c4)CC3)cc2oc1=O,HWTRGPWDQGKEJX-UHFFFAOYSA-N,IC50,IC50,6.54,10.1021/acs.jmedchem.6b00562,2016,19406934
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4556552,COc1ccc(CN2CCCC(COc3ccc4c(C)c(C)c(=O)oc4c3)C2)cc1OC,KLZPNESZOSTZAJ-UHFFFAOYSA-N,IC50,IC50,7.05,10.1021/acs.jmedchem.6b00562,2016,19406956
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4571763,Cc1c(C)c2ccc(OCC3CCCN(Cc4ccccc4)C3)cc2oc1=O,HKIDXMKKZYHFEM-UHFFFAOYSA-N,IC50,IC50,7.64,10.1021/acs.jmedchem.6b00562,2016,19406946
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4571763,Cc1c(C)c2ccc(OCC3CCCN(Cc4ccccc4)C3)cc2oc1=O,HKIDXMKKZYHFEM-UHFFFAOYSA-N,IC50,IC50,7.64,10.1021/acsmedchemlett.2c00001,2022,24804530
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4571763,Cc1c(C)c2ccc(OCC3CCCN(Cc4ccccc4)C3)cc2oc1=O,HKIDXMKKZYHFEM-UHFFFAOYSA-N,IC50,IC50,7.52,10.1021/acs.jmedchem.1c01784,2022,24422256
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4571763,Cc1c(C)c2ccc(OCC3CCCN(Cc4ccccc4)C3)cc2oc1=O,HKIDXMKKZYHFEM-UHFFFAOYSA-N,IC50,IC50,6.72,10.1021/acsmedchemlett.2c00001,2022,24804531
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4571763,Cc1c(C)c2ccc(OCC3CCCN(Cc4ccccc4)C3)cc2oc1=O,HKIDXMKKZYHFEM-UHFFFAOYSA-N,IC50,IC50,6.71,10.1021/acs.jmedchem.6b00562,2016,19406947
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4451228,CCc1c(O)c(=O)ccn1Cc1cc2ccc(OCc3ccc(F)cc3)cc2oc1=O,FDEVXQQOCFIMQS-UHFFFAOYSA-N,IC50,IC50,6.79,10.1016/j.ejmech.2019.07.031,2019,19098408
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL484410,COc1ccc(NC(=O)c2cc3ccc(OCc4ccc(F)cc4)cc3oc2=O)cc1OC,ZKGPIRPNFSOEPA-UHFFFAOYSA-N,IC50,IC50,5.54,10.1021/jm801496u,2009,2411376
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL471447,O=C(NC1CCCCC1)c1cc2ccc(OCc3ccccc3)cc2oc1=O,KSVJRMDHPQQMRA-UHFFFAOYSA-N,IC50,IC50,4.19,10.1021/jm801496u,2009,2411364
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL3121782,C#CCCCOc1ccc2ccc(=O)oc2c1,ZUCHADSRYKMTHE-UHFFFAOYSA-N,IC50,IC50,7.04,10.1016/j.bmc.2014.01.046,2014,13935934
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4105601,Cc1c(C#N)c(=O)oc2cc(OCc3ccc(Br)cc3)ccc12,BIGMVPGNLCXHRW-UHFFFAOYSA-N,IC50,IC50,8.89,10.1016/j.ejmech.2016.09.041,2017,18194996
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL469571,Cc1cccc(Cl)c1NC(=O)c1cc2ccc(OCc3ccccc3)cc2oc1=O,KZZQPCXGVIZFJB-UHFFFAOYSA-N,IC50,IC50,4.21,10.1021/jm801496u,2009,2411369
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL3734986,Cc1ccc2oc(=O)c(-c3cccnc3)cc2c1,ZGNNKZMTHVGSGY-UHFFFAOYSA-N,IC50,IC50,5.59,10.1039/C4MD00437J,2015,16386444
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4205924,Cc1cccc2cc(-c3ccc(Cl)nn3)c(=O)oc12,ZJONMHHKRXPFOP-UHFFFAOYSA-N,IC50,IC50,4.64,10.1016/j.ejmech.2017.07.045,2017,18517403
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL1777849,O=c1oc2c(O)cc(Br)cc2cc1-c1ccc(O)cc1,JRNZENXEHYOMCY-UHFFFAOYSA-N,IC50,IC50,4.77,10.1016/j.bmcl.2011.05.074,2011,6260764
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4087723,O=c1cc(C(F)(F)F)c2ccc(OCc3ccc(Br)cc3)cc2o1,OYQVJRKBTAURET-UHFFFAOYSA-N,IC50,IC50,6.98,10.1016/j.ejmech.2016.09.041,2017,18194997
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL512843,Cc1ccc(NC(=O)c2cc3ccccc3oc2=O)cc1,RYYPYTSGWXNKDU-UHFFFAOYSA-N,IC50,IC50,6.15,10.1021/jm801496u,2009,2411340
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL143555,Cc1c(C)c2ccc(OCc3cccc(C(F)(F)F)c3)cc2oc1=O,LDMBQQOMIBXVPL-UHFFFAOYSA-N,IC50,IC50,8.37,10.1021/jm060441e,2006,1773838
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL3298602,O=C(Sc1ccc(Br)cc1)c1cc2cc(C(F)(F)F)ccc2oc1=O,NJZMXPMHBBFTCZ-UHFFFAOYSA-N,IC50,IC50,4.82,10.1016/j.bmc.2014.05.002,2014,15044552
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4443825,Cc1c(C)c2ccc(OCC3CCCN(Cc4cccc(Br)c4)C3)cc2oc1=O.Cl,OFNUMUQSPCUUJL-UHFFFAOYSA-N,IC50,IC50,6.96,10.1021/acs.jmedchem.6b00562,2016,19406949
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL5081663,CCN(CCCOc1ccc2c(C)c(C)c(=O)oc2c1)Cc1cccc(F)c1,LMSJPMKZTVCUMM-UHFFFAOYSA-N,IC50,IC50,7.14,10.1021/acs.jmedchem.1c01784,2022,24422247
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL5090153,CN(Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1)Cc1cccc(F)c1,QLJQCJJMXAPXRX-UHFFFAOYSA-N,IC50,IC50,8.0,10.1021/acs.jmedchem.1c01784,2022,24422252
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4081648,COc1ccc2oc(=O)c(C(=O)Nc3cccc(O)c3)cc2c1,OUJLIIYZTCMIGQ-UHFFFAOYSA-N,IC50,IC50,6.64,10.1021/acs.jmedchem.7b00918,2017,18187118
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL3586604,Cc1cc(=O)oc2cc(OCc3ccc(CN(C)Cc4ccc(C#N)cc4)cc3)ccc12.Cl,GJCQKTFYCIYRJB-UHFFFAOYSA-N,IC50,IC50,7.41,10.1021/acs.jmedchem.5b00599,2015,15625522
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL256699,CCOC(=O)c1cc2ccc(N(CC)CC)cc2oc1=O,MSOLGAJLRIINNF-UHFFFAOYSA-N,IC50,IC50,4.34,10.1016/j.ejmech.2011.07.017,2011,6361444
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL1830792,CC(=O)c1cc2cccc(O)c2oc1=O,NEEQSYQIMADPQE-UHFFFAOYSA-N,IC50,IC50,4.38,10.1016/j.ejmech.2011.07.017,2011,6361453
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4636566,Cc1ccc2cc(C(=O)NCCn3ccc(=O)c(O)c3C)c(=O)oc2c1,ZCTOKGPGFFZTKX-UHFFFAOYSA-N,IC50,IC50,6.79,10.1016/j.bmc.2020.115550,2020,20685913
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4068321,O=c1ccc2ccc(OCc3ccc(Br)cc3)cc2o1,XBQHFKZKJXERFF-UHFFFAOYSA-N,IC50,IC50,9.3,10.1016/j.ejmech.2016.09.041,2017,18194960
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL5085674,Cc1c(C)c2ccc(OCC3CCN(Cc4cccc(C(F)(F)F)c4)CC3)cc2oc1=O,KOLQZDAHCMXISM-UHFFFAOYSA-N,IC50,IC50,6.89,10.1021/acs.jmedchem.1c01784,2022,24422245
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL1917495,COc1ccc(-c2c(O)c3ccccc3oc2=O)cc1,CERHCYIDWGTRQA-UHFFFAOYSA-N,IC50,IC50,4.16,10.1016/j.bmcl.2011.11.020,2012,7994126
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL1835326,Cc1ccc2oc(=O)c(-c3cccc(O)c3)cc2c1,MJIWUHDRGWURJW-UHFFFAOYSA-N,IC50,IC50,6.19,10.1021/jm200716y,2011,6383797
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4206431,COc1cccc2cc(-c3ccc(Cl)nn3)c(=O)oc12,JTNLHIVGQSXMHQ-UHFFFAOYSA-N,IC50,IC50,4.52,10.1016/j.ejmech.2017.07.045,2017,18517406
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4208881,C#CCN(CCCOc1ccc2ccc(=O)oc2c1)Cc1ccc(C)cc1,JSLYSBVDVNJMLV-UHFFFAOYSA-N,IC50,IC50,5.13,10.1016/j.ejmech.2017.07.008,2017,18514934
