case_id,target_label,case_priority,target_chembl_id,target_name,target_organism,endpoint,compound_id,canonical_smiles,inchi_key,median_pactivity,mean_pactivity,std_pactivity,min_pactivity,max_pactivity,pactivity_range_within_duplicate_records,record_count_for_compound,doi_count_for_compound,doi_list,year_min,year_max,record_id_list,smiles_missing,duplicate_activity_flag
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL244416,CCN(Cc1ccccc1)Cc1ccc(-c2cc3cc(OC)c(OC)cc3oc2=O)cc1,PNZIOQNBQOTGPK-UHFFFAOYSA-N,7.74,7.743333333333333,0.005773502691896135,7.74,7.75,0.009999999999999787,3,3,10.1016/j.bmc.2016.07.061; 10.1016/j.bmcl.2007.09.100; 10.1021/jm070100g,2007,2016,1915658; 19444801; 2087475,False,1
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL3827610,CCCCCCCNC(=O)Oc1cccc(CN(C)CCCCCOc2ccc3c4c(c(=O)oc3c2)CCCC4)c1,XFLYZTYNYBFURZ-UHFFFAOYSA-N,7.74,7.74,0.0,7.74,7.74,0.0,1,1,10.1021/acs.jmedchem.6b00609,2016,2016,16646199,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL4648322,COc1cc2cc(NC(=O)[C@@H]3CCC[C@H](NCc4ccccc4)C3)c(=O)oc2cc1OC,UGTGSTDFYWUXNH-MJGOQNOKSA-N,7.72,7.72,0.0,7.72,7.72,0.0,1,1,10.1021/acsmedchemlett.9b00656,2020,2020,20652098,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL3827288,CCCCCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c4c(c(=O)oc3c2)CCCC4)c1,HAZCMESEHYLZER-UHFFFAOYSA-N,7.67,7.67,0.0,7.67,7.67,0.0,1,1,10.1021/acs.jmedchem.6b00609,2016,2016,16646194,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL3417299,Cc1c(Cl)c(=O)oc2cc(OCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,GDFJHAWHVPWSSH-UHFFFAOYSA-N,7.61,7.61,0.0,7.61,7.61,0.0,1,1,10.1016/j.ejmech.2015.03.040,2015,2015,15220298,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL4167524,Cc1cc(=O)oc2cc(OCCCCSC(=S)N3CCCCC3)ccc12,ZOCBBCHDTYVHNA-UHFFFAOYSA-N,7.57,7.57,0.0,7.57,7.57,0.0,1,1,10.1016/j.ejmech.2018.01.055,2018,2018,18390224,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL5200462,O=c1cc(/N=N/N=P(CCP(=N/N=N/c2cc(=O)oc3ccccc23)(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)c2ccccc2o1,KYZDSNSHJIAEDG-MLGMXDONSA-N,7.46,7.46,0.0,7.46,7.46,0.0,1,1,10.1016/j.bmc.2022.116742,2022,2022,24776935,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL4210401,Cc1ccccc1C[n+]1ccc(COc2ccc3c(C)cc(=O)oc3c2)cc1.[Br-],SXYXVHCWGYVMER-UHFFFAOYSA-M,7.45,7.45,0.0,7.45,7.45,0.0,1,1,10.1016/j.ejmech.2017.07.055,2017,2017,18517575,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL4217755,Cc1cc(=O)oc2cc(OCc3cc[n+](Cc4ccc(F)cc4)cc3)ccc12.[Br-],PDFLRMDYGUHWFB-UHFFFAOYSA-M,7.43,7.43,0.0,7.43,7.43,0.0,1,1,10.1016/j.ejmech.2017.07.055,2017,2017,18517574,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL440526,CCCCCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3ccc(=O)oc3c2)c1,FTRXEEOTFGUKHN-UHFFFAOYSA-N,7.43,7.43,0.0,7.43,7.43,0.0,1,1,10.1021/acs.jmedchem.6b00609,2016,2016,16646193,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL4473727,O=C(CNc1ccc2oc(=O)ccc2c1)N1CCOCC1,VCFKBYXCFDZGGP-UHFFFAOYSA-N,7.43,7.43,0.0,7.43,7.43,0.0,1,1,10.1016/j.ejmech.2019.111651,2019,2019,19279538,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL4514959,O=C(Cc1cc(=O)oc2cc(O)ccc12)NCCCNCCNCCCNc1c2c(nc3ccccc13)CCCC2,KVFYASGAAUBFSE-UHFFFAOYSA-N,7.42,7.42,0.0,7.42,7.42,0.0,1,1,10.1016/j.bmc.2019.06.033,2019,2019,19179330,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL4441237,CN(C)c1ccc(/C=N/c2ccc3oc(=O)ccc3c2)cc1,ZKQGSSZNZGKUHL-XDHOZWIPSA-N,7.39,7.39,0.0,7.39,7.39,0.0,1,1,10.1016/j.ejmech.2019.111651,2019,2019,19279546,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL4206041,Cc1cc(=O)oc2cc(OCc3cc[n+](Cc4cccc(F)c4)cc3)ccc12.[Br-],UXMYNPRPWZGKKW-UHFFFAOYSA-M,7.38,7.38,0.0,7.38,7.38,0.0,1,1,10.1016/j.ejmech.2017.07.055,2017,2017,18517573,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL2314726,COc1cc2cc(NC(=O)[C@H]3CCC[C@@H](NCc4ccccc4)C3)c(=O)oc2cc1OC,UGTGSTDFYWUXNH-PKOBYXMFSA-N,7.37,7.076666666666667,0.5697660338536631,6.42,7.44,1.0200000000000005,3,2,10.1016/j.bmc.2012.10.045; 10.1021/acsmedchemlett.9b00656,2013,2020,12633691; 20652099; 20652100,False,1
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL75121,COc1cc2cc(-c3ccc(CN(C)Cc4ccccc4)cc3)c(=O)oc2cc1OC,KXMCSAUVAHKCOR-UHFFFAOYSA-N,7.35,7.351111111111111,0.0033333333333335586,7.35,7.36,0.010000000000000675,9,9,10.1016/j.bmc.2010.01.071; 10.1016/j.bmc.2016.07.061; 10.1016/j.bmc.2017.05.043; 10.1016/j.bmcl.2007.09.100; 10.1016/j.ejmech.2018.05.031; 10.1021/jm0340602; 10.1021/jm0496741; 10.1021/jm070100g; 10.1021/jm7009364,2003,2018,1197605; 1517917; 18255378; 18429861; 1915642; 19444802; 2077398; 2087474; 3126505,False,1
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL396247,COc1cc2cc(-c3ccc(CN(CCO)Cc4ccccc4)cc3)c(=O)oc2cc1OC,VFAABMDLNHZKGL-UHFFFAOYSA-N,7.31,7.31,0.0,7.31,7.31,0.0,1,1,10.1021/jm070100g,2007,2007,1915657,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL4465796,COc1ccc(/C=C2/S/C(=N/c3ccc4oc(=O)ccc4c3)NC2=O)cc1,NMUYXKGDKIKNFS-LICLKQGHSA-N,7.3,7.3,0.0,7.3,7.3,0.0,1,1,10.1016/j.ejmech.2019.111651,2019,2019,19279552,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL4436169,COc1ccc(C(=O)CNc2ccc3oc(=O)ccc3c2)cc1,NGGRBSLMIDZMRP-UHFFFAOYSA-N,7.26,7.26,0.0,7.26,7.26,0.0,1,1,10.1016/j.ejmech.2019.111651,2019,2019,19279540,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL4446234,COc1ccc(NCC(=O)Nc2ccc3oc(=O)ccc3c2)cc1,SEDROBTYPDYXTC-UHFFFAOYSA-N,7.26,7.26,0.0,7.26,7.26,0.0,1,1,10.1016/j.ejmech.2019.111651,2019,2019,19279558,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL4516296,O=c1ccc2cc(/N=C/c3ccc(Br)cc3)ccc2o1,ZZPNBPQPJRVOMS-VCHYOVAHSA-N,7.25,7.25,0.0,7.25,7.25,0.0,1,1,10.1016/j.ejmech.2019.111651,2019,2019,19279545,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL389825,COc1ccccc1CN(C)Cc1ccc(-c2cc3cc(OC)c(OC)cc3oc2=O)cc1,WGNYJSHONXWUNW-UHFFFAOYSA-N,7.21,7.21,0.0,7.21,7.21,0.0,1,1,10.1021/jm070100g,2007,2007,1915661,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL4515881,O=C(CNc1ccc(F)cc1)Nc1ccc2oc(=O)ccc2c1,DOFZSIJMSZOTTG-UHFFFAOYSA-N,7.21,7.21,0.0,7.21,7.21,0.0,1,1,10.1016/j.ejmech.2019.111651,2019,2019,19279559,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL4205764,Cc1cc(=O)oc2cc(OCc3cc[n+](Cc4ccccc4F)cc3)ccc12.[Br-],DMGKKGXQFVPDLI-UHFFFAOYSA-M,7.18,7.18,0.0,7.18,7.18,0.0,1,1,10.1016/j.ejmech.2017.07.055,2017,2017,18517572,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL3764211,Cc1cc(=O)oc2cc(CNCCC3CCN(Cc4ccccc4)CC3)ccc12,HZEOKPNLIUABIQ-UHFFFAOYSA-N,7.17,7.17,0.0,7.17,7.17,0.0,1,1,10.1016/j.bmc.2016.02.023,2016,2016,16481069,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL4564320,COc1ccc(C2SCC(=O)N2c2ccc3oc(=O)ccc3c2)cc1,SIVGBONSDGNUGI-UHFFFAOYSA-N,7.15,7.15,0.0,7.15,7.15,0.0,1,1,10.1016/j.ejmech.2019.111651,2019,2019,19279544,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL2047528,CN(CCCOc1ccc2ccc(=O)oc2c1)Cc1cccc(OC(=O)NCCCCCc2ccccc2)c1,LPCKLAOPKGFZKH-UHFFFAOYSA-N,7.13,7.13,0.0,7.13,7.13,0.0,1,1,10.1021/ml200313p,2012,2012,10941486,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL4208961,Cc1cc(=O)oc2cc(OCc3cc[n+](Cc4ccccc4Br)cc3)ccc12.[Br-],HGSMDYBCEIXINY-UHFFFAOYSA-M,7.11,7.11,0.0,7.11,7.11,0.0,1,1,10.1016/j.ejmech.2017.07.055,2017,2017,18517578,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL4449161,O=c1ccc2cc(/N=C/c3ccc(Cl)cc3)ccc2o1,RBBODLPAWOESCD-VCHYOVAHSA-N,7.1,7.1,0.0,7.1,7.1,0.0,1,1,10.1016/j.ejmech.2019.111651,2019,2019,19279547,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL4467130,O=C(CNc1ccc2oc(=O)ccc2c1)N1CCN(c2ccccc2)CC1,AKCQVKULWVLHMR-UHFFFAOYSA-N,7.1,7.1,0.0,7.1,7.1,0.0,1,1,10.1016/j.ejmech.2019.111651,2019,2019,19279539,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL3828259,Cc1cc(=O)oc2cc(OCCCN(C)Cc3cccc(OC(=O)NCCCCCc4ccccc4)c3)ccc12,RIRAXUJPOGFDFJ-UHFFFAOYSA-N,7.09,7.09,0.0,7.09,7.09,0.0,1,1,10.1021/acs.jmedchem.6b00609,2016,2016,16645328,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL4205520,Cc1cccc(C[n+]2ccc(COc3ccc4c(C)cc(=O)oc4c3)cc2)c1.[Br-],SBLXOXLJUZQAJL-UHFFFAOYSA-M,7.08,7.08,0.0,7.08,7.08,0.0,1,1,10.1016/j.ejmech.2017.07.055,2017,2017,18517576,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL4540497,CN(C)c1ccc(/C=C2/S/C(=N/c3ccc4oc(=O)ccc4c3)NC2=O)cc1,IGKXKYWBWJLCKO-WOJGMQOQSA-N,7.08,7.08,0.0,7.08,7.08,0.0,1,1,10.1016/j.ejmech.2019.111651,2019,2019,19279556,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL3827734,CN(CCCOc1ccc2c3c(c(=O)oc2c1)CCCC3)Cc1cccc(OC(=O)NCCCCCc2ccccc2)c1,SORZLAJXYYGEIQ-UHFFFAOYSA-N,7.05,7.05,0.0,7.05,7.05,0.0,1,1,10.1021/acs.jmedchem.6b00609,2016,2016,16645329,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL3828293,CN(CCCCCOc1ccc2ccc(=O)oc2c1)Cc1cccc(OC(=O)NCCCCCc2ccccc2)c1,QUCBXGWIZAVJDM-UHFFFAOYSA-N,7.05,7.05,0.0,7.05,7.05,0.0,1,1,10.1021/acs.jmedchem.6b00609,2016,2016,16646197,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL2391486,Cc1cc(=O)oc2cc(OCCN3CCN(CC(=O)Nc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,RFIJTJVQDQTLEV-UHFFFAOYSA-N,7.04,7.04,0.0,7.04,7.04,0.0,1,1,10.1016/j.bmc.2014.05.032,2014,2014,15054164,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL4451686,O=C1N/C(=N\c2ccc3oc(=O)ccc3c2)S/C1=C/c1ccccc1,REUPXWMWDMMODN-MHWRWJLKSA-N,7.03,7.03,0.0,7.03,7.03,0.0,1,1,10.1016/j.ejmech.2019.111651,2019,2019,19279537,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL4444516,O=C1CSC(c2ccc(F)cc2)N1c1ccc2oc(=O)ccc2c1,ZHOBXFDNJYCWOK-UHFFFAOYSA-N,6.99,6.99,0.0,6.99,6.99,0.0,1,1,10.1016/j.ejmech.2019.111651,2019,2019,19279543,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL5220375,CN(CCCOc1ccc2ccc(=O)oc2c1)Cc1cccc(OC(=O)NC2CCCCC2)c1,RIBSWIDLITYLHS-UHFFFAOYSA-N,6.98,6.98,0.0,6.98,6.98,0.0,1,1,10.1016/j.ejmech.2022.114606,2022,2022,24963324,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL3827432,CN(CCCOc1ccc2ccc(=O)oc2c1)Cc1cccc(OC(=O)NCCCCCCc2ccccc2)c1,CQTFNVLDNHGYMC-UHFFFAOYSA-N,6.96,6.96,0.0,6.96,6.96,0.0,1,1,10.1021/acs.jmedchem.6b00609,2016,2016,16646196,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL4537886,O=c1ccc2cc(/N=C/c3ccccc3)ccc2o1,JGGXMRCFUJMMJT-GZTJUZNOSA-N,6.94,6.94,0.0,6.94,6.94,0.0,1,1,10.1016/j.ejmech.2019.111651,2019,2019,19279551,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL5219483,Cc1c(Cl)c(=O)oc2cc(OCCCCSC(=S)N3C(C)CCCC3C)ccc12,IKYVMKQIWKXWDL-UHFFFAOYSA-N,6.94,6.94,0.0,6.94,6.94,0.0,1,1,10.1016/j.ejmech.2022.114606,2022,2022,24963332,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL2047529,CN(CCCOc1ccc2ccc(=O)oc2c1)Cc1cccc(OC(=O)NCCCCCCCN2CCOCC2)c1,SBQAIYUBGADZLI-UHFFFAOYSA-N,6.92,6.92,0.0,6.92,6.92,0.0,1,1,10.1021/ml200313p,2012,2012,10941487,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL3586608,CN(Cc1ccccc1)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1.Cl,BNTJFASFUKYXFU-UHFFFAOYSA-N,6.92,6.92,0.0,6.92,6.92,0.0,2,2,10.1021/acs.jmedchem.5b00599; 10.1021/acsmedchemlett.2c00001,2015,2022,15625546; 24804532,False,1
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL3586771,CN(Cc1ccccc1)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1,RTJRBYKZQSYWCM-UHFFFAOYSA-N,6.92,6.92,0.0,6.92,6.92,0.0,2,2,10.1016/j.ejmech.2024.116511; 10.1021/acs.jmedchem.1c01784,2022,2024,24422273; 25998532,False,1
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL427865,COc1cc2cc(-c3ccc(CN(C)Cc4cccc(C)c4)cc3)c(=O)oc2cc1OC,BIGKNZBLJTVJKF-UHFFFAOYSA-N,6.91,6.91,0.0,6.91,6.91,0.0,1,1,10.1021/jm070100g,2007,2007,1915663,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL3828631,CN(CCCOc1ccc2cc(-c3ccccc3)c(=O)oc2c1)Cc1cccc(OC(=O)NCCCCCc2ccccc2)c1,AIQDEPYUQBAQFT-UHFFFAOYSA-N,6.9,6.9,0.0,6.9,6.9,0.0,1,1,10.1021/acs.jmedchem.6b00609,2016,2016,16645331,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL4218281,Cc1cc(=O)oc2cc(OCc3cc[n+](Cc4cccc(Br)c4)cc3)ccc12.[Br-],PDVFIUQVUQYIGU-UHFFFAOYSA-M,6.89,6.89,0.0,6.89,6.89,0.0,1,1,10.1016/j.ejmech.2017.07.055,2017,2017,18517579,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL4520782,COc1ccc(/C=N/c2ccc3oc(=O)ccc3c2)cc1,MPZOWFXNJLLYIO-WOJGMQOQSA-N,6.87,6.87,0.0,6.87,6.87,0.0,1,1,10.1016/j.ejmech.2019.111651,2019,2019,19279550,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL244619,CN(Cc1ccccc1)Cc1ccc(-c2cc3cc([N+](=O)[O-])ccc3oc2=O)cc1,YOADEHMCUGVQME-UHFFFAOYSA-N,6.83,6.83,0.0,6.83,6.83,0.0,1,1,10.1021/jm070100g,2007,2007,1915656,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL4445907,O=C(CNc1ccc2oc(=O)ccc2c1)c1ccccc1,NPIBXWJMYNWBHM-UHFFFAOYSA-N,6.83,6.83,0.0,6.83,6.83,0.0,1,1,10.1016/j.ejmech.2019.111651,2019,2019,19279541,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL4449791,CSc1ccc(/C=C2/S/C(=N/c3ccc4oc(=O)ccc4c3)NC2=O)cc1,BJQFTULFEHYYFF-LICLKQGHSA-N,6.82,6.82,0.0,6.82,6.82,0.0,1,1,10.1016/j.ejmech.2019.111651,2019,2019,19279554,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL243532,COc1ccc2oc(=O)c(-c3ccc(CN(C)Cc4ccccc4)cc3)cc2c1,LCBAVKSTBQRTAA-UHFFFAOYSA-N,6.79,6.79,0.0,6.79,6.79,0.0,1,1,10.1021/jm070100g,2007,2007,1915668,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL4437163,CSc1ccc(/C=N/c2ccc3oc(=O)ccc3c2)cc1,OFYBBBZAJKDRIN-WOJGMQOQSA-N,6.76,6.76,0.0,6.76,6.76,0.0,1,1,10.1016/j.ejmech.2019.111651,2019,2019,19279548,False,0
ACHE_HUMAN_IC50,Human AChE,primary,CHEMBL220,Acetylcholinesterase,Homo sapiens,IC50,CHEMBL4465315,O=C1N/C(=N\c2ccc3oc(=O)ccc3c2)S/C1=C/c1ccc(Cl)cc1,VJCSKCRTROHSRP-CXUHLZMHSA-N,6.76,6.76,0.0,6.76,6.76,0.0,1,1,10.1016/j.ejmech.2019.111651,2019,2019,19279555,False,0
